2017/02/03 17:37:30
Time (sec),PTAT,P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255
0.203,3.9140625,3.740625,3.6609375,3.6,3.7265625,3.61875,3.6984375,3.646875,3.646875,3.646875,3.703125,3.6328125,3.61875,3.6515625,3.684375,3.6515625,3.6328125,3.665625,3.703125,3.684375,3.703125,3.6609375,3.675,3.675,3.684375,3.6328125,3.675,3.665625,3.7171875,3.646875,3.609375,3.6984375,3.759375,3.703125,3.684375,3.7125,3.665625,3.684375,3.6890625,3.6984375,3.6984375,3.6984375,3.6890625,3.6890625,3.6328125,3.665625,3.6515625,3.684375,3.6984375,3.675,3.7125,3.7265625,3.6890625,3.6984375,3.6984375,3.703125,3.6609375,3.6609375,3.703125,3.6984375,3.6984375,3.6890625,3.665625,3.6515625,3.675,3.6984375,3.665625,3.73125,3.75,3.703125,3.7125,3.7125,3.7125,3.7125,3.7125,3.6609375,3.6515625,3.6984375,3.684375,3.665625,3.6328125,3.7125,3.73125,3.740625,3.703125,3.7125,3.7125,3.7171875,3.675,3.675,3.665625,3.665625,3.6609375,3.6515625,3.6890625,3.675,3.7125,3.665625,3.684375,3.75,3.7546875,3.665625,3.675,3.675,3.7171875,3.675,3.675,3.675,3.665625,3.703125,3.6984375,3.6328125,3.6609375,3.7171875,3.7828125,3.75,3.7125,3.665625,3.7171875,3.7171875,3.675,3.675,3.675,3.7171875,3.665625,3.6609375,3.6515625,3.684375,3.7171875,3.7171875,3.740625,3.75,3.7125,3.7171875,3.675,3.675,3.675,3.7171875,3.675,3.675,3.665625,3.7125,3.6984375,3.6890625,3.665625,3.7171875,3.73125,3.7875,3.7125,3.665625,3.7171875,3.7171875,3.675,3.675,3.675,3.675,3.7125,3.703125,3.6984375,3.6328125,3.6609375,3.7171875,3.73125,3.6984375,3.703125,3.7125,3.7171875,3.7171875,3.675,3.675,3.7171875,3.7171875,3.665625,3.6609375,3.6984375,3.684375,3.7125,3.646875,3.675,3.740625,3.75,3.7125,3.7125,3.665625,3.7171875,3.7171875,3.665625,3.665625,3.7125,3.6984375,3.6890625,3.675,3.703125,3.6890625,3.7171875,3.73125,3.6890625,3.6515625,3.703125,3.703125,3.7125,3.7125,3.7125,3.703125,3.6984375,3.6890625,3.684375,3.7171875,3.6890625,3.646875,3.6375,3.7171875,3.73125,3.6890625,3.6984375,3.6984375,3.6984375,3.75,3.6984375,3.6984375,3.6890625,3.73125,3.7171875,3.6375,3.6515625,3.76875,3.73125,3.6984375,3.6609375,3.675,3.73125,3.73125,3.740625,3.6890625,3.73125,3.73125,3.7265625,3.6609375,3.6375,3.73125,3.684375,3.646875,3.675,3.6515625,3.684375,3.6984375,3.6515625,3.6609375,3.6609375,3.7171875,3.7171875,3.7125,3.703125,3.684375,3.7265625,3.684375,3.75
0.266,5.21875,4.9875,4.88125,4.8,4.96875,4.825,4.93125,4.8625,4.8625,4.8625,4.9375,4.84375,4.825,4.86875,4.9125,4.86875,4.84375,4.8875,4.9375,4.9125,4.9375,4.88125,4.9,4.9,4.9125,4.84375,4.9,4.8875,4.95625,4.8625,4.8125,4.93125,5.0125,4.9375,4.9125,4.95,4.8875,4.9125,4.91875,4.93125,4.93125,4.93125,4.91875,4.91875,4.84375,4.8875,4.86875,4.9125,4.93125,4.9,4.95,4.96875,4.91875,4.93125,4.93125,4.9375,4.88125,4.88125,4.9375,4.93125,4.93125,4.91875,4.8875,4.86875,4.9,4.93125,4.8875,4.975,5,4.9375,4.95,4.95,4.95,4.95,4.95,4.88125,4.86875,4.93125,4.9125,4.8875,4.84375,4.95,4.975,4.9875,4.9375,4.95,4.95,4.95625,4.9,4.9,4.8875,4.8875,4.88125,4.86875,4.91875,4.9,4.95,4.8875,4.9125,5,5.00625,4.8875,4.9,4.9,4.95625,4.9,4.9,4.9,4.8875,4.9375,4.93125,4.84375,4.88125,4.95625,5.04375,5,4.95,4.8875,4.95625,4.95625,4.9,4.9,4.9,4.95625,4.8875,4.88125,4.86875,4.9125,4.95625,4.95625,4.9875,5,4.95,4.95625,4.9,4.9,4.9,4.95625,4.9,4.9,4.8875,4.95,4.93125,4.91875,4.8875,4.95625,4.975,5.05,4.95,4.8875,4.95625,4.95625,4.9,4.9,4.9,4.9,4.95,4.9375,4.93125,4.84375,4.88125,4.95625,4.975,4.93125,4.9375,4.95,4.95625,4.95625,4.9,4.9,4.95625,4.95625,4.8875,4.88125,4.93125,4.9125,4.95,4.8625,4.9,4.9875,5,4.95,4.95,4.8875,4.95625,4.95625,4.8875,4.8875,4.95,4.93125,4.91875,4.9,4.9375,4.91875,4.95625,4.975,4.91875,4.86875,4.9375,4.9375,4.95,4.95,4.95,4.9375,4.93125,4.91875,4.9125,4.95625,4.91875,4.8625,4.85,4.95625,4.975,4.91875,4.93125,4.93125,4.93125,5,4.93125,4.93125,4.91875,4.975,4.95625,4.85,4.86875,5.025,4.975,4.93125,4.88125,4.9,4.975,4.975,4.9875,4.91875,4.975,4.975,4.96875,4.88125,4.85,4.975,4.9125,4.8625,4.9,4.86875,4.9125,4.93125,4.86875,4.88125,4.88125,4.95625,4.95625,4.95,4.9375,4.9125,4.96875,4.9125,5
0.468,7.828125,7.4125,7.384375,7.259375,7.403125,7.28125,7.396875,7.33125,7.33125,7.29375,7.36875,7.309375,7.28125,7.303125,7.36875,7.303125,7.265625,7.33125,7.353125,7.325,7.40625,7.321875,7.384375,7.35,7.36875,7.3,7.35,7.371875,7.396875,7.29375,7.21875,7.396875,7.453125,7.40625,7.36875,7.384375,7.371875,7.36875,7.378125,7.396875,7.3625,7.3625,7.378125,7.378125,7.3,7.33125,7.303125,7.36875,7.396875,7.35,7.384375,7.41875,7.378125,7.396875,7.396875,7.40625,7.321875,7.35,7.371875,7.396875,7.396875,7.378125,7.33125,7.34375,7.35,7.396875,7.33125,7.4625,7.5,7.4375,7.425,7.425,7.39375,7.425,7.425,7.321875,7.303125,7.3625,7.4,7.33125,7.265625,7.384375,7.43125,7.446875,7.40625,7.390625,7.39375,7.4,7.378125,7.35,7.33125,7.33125,7.321875,7.303125,7.378125,7.315625,7.384375,7.33125,7.4,7.5,7.475,7.33125,7.35,7.378125,7.434375,7.35,7.35,7.35,7.3625,7.40625,7.396875,7.265625,7.321875,7.434375,7.5375,7.465625,7.425,7.365625,7.434375,7.434375,7.35,7.35,7.35,7.40625,7.365625,7.35625,7.334375,7.334375,7.396875,7.434375,7.48125,7.46875,7.39375,7.434375,7.378125,7.378125,7.378125,7.40625,7.35,7.35,7.33125,7.390625,7.396875,7.34375,7.365625,7.434375,7.4625,7.484375,7.425,7.39375,7.434375,7.434375,7.35,7.35,7.35,7.378125,7.425,7.378125,7.365625,7.33125,7.321875,7.434375,7.43125,7.43125,7.40625,7.425,7.40625,7.40625,7.35,7.378125,7.434375,7.4,7.33125,7.321875,7.396875,7.4,7.425,7.29375,7.35,7.48125,7.5,7.425,7.39375,7.33125,7.40625,7.434375,7.33125,7.3625,7.390625,7.396875,7.378125,7.35,7.36875,7.378125,7.434375,7.4625,7.378125,7.334375,7.378125,7.40625,7.425,7.453125,7.390625,7.378125,7.365625,7.378125,7.4,7.434375,7.378125,7.29375,7.315625,7.434375,7.4625,7.378125,7.396875,7.396875,7.396875,7.465625,7.396875,7.396875,7.378125,7.43125,7.434375,7.275,7.303125,7.48125,7.415625,7.4375,7.359375,7.384375,7.43125,7.43125,7.446875,7.378125,7.43125,7.43125,7.41875,7.359375,7.315625,7.415625,7.36875,7.29375,7.35,7.303125,7.36875,7.396875,7.34375,7.359375,7.359375,7.396875,7.396875,7.384375,7.40625,7.4125,7.403125,7.309375,7.43125
0.609,9.1328125,8.659375,8.6046875,8.4890625,8.6453125,8.53125,8.609375,8.546875,8.565625,8.509375,8.584375,8.5203125,8.509375,8.5203125,8.5640625,8.5203125,8.5125,8.553125,8.5875,8.53125,8.621875,8.5421875,8.609375,8.575,8.596875,8.528125,8.575,8.59375,8.6171875,8.509375,8.44375,8.603125,8.6734375,8.640625,8.596875,8.621875,8.59375,8.596875,8.590625,8.6296875,8.578125,8.578125,8.59375,8.6078125,8.528125,8.553125,8.5203125,8.596875,8.6296875,8.575,8.6015625,8.6609375,8.6078125,8.6296875,8.6296875,8.640625,8.55625,8.5703125,8.5890625,8.6296875,8.6296875,8.6078125,8.553125,8.5609375,8.575,8.6296875,8.5734375,8.690625,8.7328125,8.671875,8.6625,8.646875,8.615625,8.646875,8.6625,8.5421875,8.5203125,8.5953125,8.628125,8.534375,8.4765625,8.621875,8.675,8.69375,8.640625,8.628125,8.63125,8.621875,8.603125,8.575,8.56875,8.553125,8.5421875,8.5203125,8.6078125,8.540625,8.6015625,8.553125,8.628125,8.75,8.709375,8.56875,8.575,8.603125,8.659375,8.575,8.575,8.575,8.584375,8.6265625,8.6125,8.49375,8.5609375,8.6734375,8.784375,8.6984375,8.6625,8.6046875,8.659375,8.659375,8.575,8.5890625,8.575,8.63125,8.5875,8.59375,8.5671875,8.5625,8.6359375,8.6734375,8.728125,8.703125,8.63125,8.6734375,8.6171875,8.603125,8.603125,8.63125,8.575,8.575,8.553125,8.628125,8.6296875,8.5734375,8.5875,8.6734375,8.70625,8.734375,8.6625,8.63125,8.6734375,8.6734375,8.5890625,8.575,8.5890625,8.6171875,8.646875,8.6125,8.5984375,8.559375,8.5609375,8.6734375,8.659375,8.6640625,8.6578125,8.6625,8.63125,8.6453125,8.5890625,8.6171875,8.659375,8.621875,8.553125,8.55625,8.6125,8.6109375,8.6453125,8.528125,8.575,8.7109375,8.7328125,8.6625,8.63125,8.56875,8.63125,8.6734375,8.56875,8.584375,8.6109375,8.6296875,8.6078125,8.575,8.584375,8.6078125,8.6734375,8.690625,8.6078125,8.5671875,8.6125,8.640625,8.646875,8.6734375,8.628125,8.6125,8.5828125,8.59375,8.628125,8.6546875,8.6078125,8.509375,8.5484375,8.6734375,8.690625,8.6078125,8.6296875,8.6296875,8.6296875,8.6828125,8.6140625,8.6125,8.6078125,8.659375,8.65625,8.4875,8.5203125,8.709375,8.6359375,8.6703125,8.5796875,8.6265625,8.675,8.659375,8.6765625,8.625,8.659375,8.659375,8.64375,8.5984375,8.5484375,8.6359375,8.5671875,8.54375,8.60625,8.5453125,8.575,8.6296875,8.58125,8.5984375,8.5984375,8.6359375,8.6359375,8.621875,8.640625,8.640625,8.6203125,8.5375,8.68125
0.718,10.4375,9.90625,9.825,9.71875,9.8875,9.78125,9.821875,9.7625,9.8,9.725,9.8,9.73125,9.7375,9.7375,9.759375,9.7375,9.759375,9.775,9.821875,9.7375,9.8375,9.7625,9.834375,9.8,9.825,9.75625,9.8,9.815625,9.8375,9.725,9.66875,9.809375,9.89375,9.875,9.825,9.859375,9.815625,9.825,9.803125,9.8625,9.79375,9.79375,9.809375,9.8375,9.75625,9.775,9.7375,9.825,9.8625,9.8,9.81875,9.903125,9.8375,9.8625,9.8625,9.875,9.790625,9.790625,9.80625,9.8625,9.8625,9.8375,9.775,9.778125,9.8,9.8625,9.815625,9.91875,9.965625,9.90625,9.9,9.86875,9.8375,9.86875,9.9,9.7625,9.7375,9.828125,9.85625,9.7375,9.6875,9.859375,9.91875,9.940625,9.875,9.865625,9.86875,9.84375,9.828125,9.8,9.80625,9.775,9.7625,9.7375,9.8375,9.765625,9.81875,9.775,9.85625,10,9.94375,9.80625,9.8,9.828125,9.884375,9.8,9.8,9.8,9.80625,9.846875,9.828125,9.721875,9.8,9.9125,10.03125,9.93125,9.9,9.84375,9.884375,9.884375,9.8,9.828125,9.8,9.85625,9.809375,9.83125,9.8,9.790625,9.875,9.9125,9.975,9.9375,9.86875,9.9125,9.85625,9.828125,9.828125,9.85625,9.8,9.8,9.775,9.865625,9.8625,9.803125,9.809375,9.9125,9.95,9.984375,9.9,9.86875,9.9125,9.9125,9.828125,9.8,9.828125,9.85625,9.86875,9.846875,9.83125,9.7875,9.8,9.9125,9.8875,9.896875,9.909375,9.9,9.85625,9.884375,9.828125,9.85625,9.884375,9.84375,9.775,9.790625,9.828125,9.821875,9.865625,9.7625,9.8,9.940625,9.965625,9.9,9.86875,9.80625,9.85625,9.9125,9.80625,9.80625,9.83125,9.8625,9.8375,9.8,9.8,9.8375,9.9125,9.91875,9.8375,9.8,9.846875,9.875,9.86875,9.89375,9.865625,9.846875,9.8,9.809375,9.85625,9.875,9.8375,9.725,9.78125,9.9125,9.91875,9.8375,9.8625,9.8625,9.8625,9.9,9.83125,9.828125,9.8375,9.8875,9.878125,9.7,9.7375,9.9375,9.85625,9.903125,9.8,9.86875,9.91875,9.8875,9.90625,9.871875,9.8875,9.8875,9.86875,9.8375,9.78125,9.85625,9.765625,9.79375,9.8625,9.7875,9.78125,9.8625,9.81875,9.8375,9.8375,9.875,9.875,9.859375,9.875,9.86875,9.8375,9.765625,9.93125
0.843,13.046875,12.4,12.265625,12.1484375,12.346875,12.259375,12.2671875,12.2125,12.26875,12.15625,12.25,12.175,12.19375,12.171875,12.1828125,12.20625,12.253125,12.21875,12.2640625,12.171875,12.2875,12.203125,12.265625,12.25,12.28125,12.228125,12.25,12.259375,12.278125,12.175,12.11875,12.2484375,12.334375,12.3703125,12.28125,12.334375,12.259375,12.28125,12.2625,12.328125,12.2421875,12.225,12.2546875,12.296875,12.1953125,12.21875,12.1921875,12.28125,12.328125,12.25,12.2734375,12.3875,12.296875,12.328125,12.328125,12.34375,12.259375,12.23125,12.240625,12.328125,12.328125,12.296875,12.21875,12.2328125,12.271875,12.328125,12.3,12.390625,12.4484375,12.375,12.375,12.328125,12.28125,12.328125,12.359375,12.203125,12.171875,12.29375,12.3125,12.1625,12.13125,12.334375,12.40625,12.434375,12.34375,12.3234375,12.34375,12.3046875,12.278125,12.25,12.265625,12.21875,12.203125,12.171875,12.296875,12.215625,12.2734375,12.21875,12.328125,12.5,12.4125,12.28125,12.25,12.278125,12.3484375,12.2640625,12.25,12.25,12.265625,12.3015625,12.2765625,12.1609375,12.278125,12.390625,12.525,12.396875,12.375,12.321875,12.3484375,12.334375,12.25,12.30625,12.2640625,12.30625,12.253125,12.30625,12.265625,12.246875,12.334375,12.390625,12.484375,12.421875,12.34375,12.3734375,12.334375,12.2921875,12.2921875,12.30625,12.25,12.2640625,12.21875,12.340625,12.328125,12.2625,12.2703125,12.390625,12.421875,12.484375,12.3890625,12.34375,12.390625,12.390625,12.30625,12.2640625,12.2921875,12.3203125,12.328125,12.3328125,12.296875,12.24375,12.259375,12.390625,12.359375,12.3796875,12.3953125,12.375,12.3203125,12.3625,12.2921875,12.3203125,12.3484375,12.2875,12.234375,12.2453125,12.2765625,12.2609375,12.3234375,12.23125,12.25,12.4171875,12.43125,12.375,12.34375,12.265625,12.3203125,12.390625,12.265625,12.25,12.271875,12.328125,12.296875,12.23125,12.23125,12.296875,12.390625,12.375,12.296875,12.265625,12.3328125,12.34375,12.328125,12.3515625,12.340625,12.315625,12.25,12.2546875,12.3125,12.315625,12.296875,12.15625,12.246875,12.390625,12.390625,12.296875,12.328125,12.3453125,12.328125,12.35,12.28125,12.2765625,12.296875,12.359375,12.321875,12.125,12.171875,12.39375,12.3203125,12.36875,12.240625,12.3359375,12.40625,12.34375,12.365625,12.3484375,12.359375,12.359375,12.31875,12.315625,12.246875,12.296875,12.1921875,12.259375,12.34375,12.271875,12.2375,12.328125,12.29375,12.315625,12.315625,12.353125,12.334375,12.334375,12.34375,12.346875,12.271875,12.221875,12.396875
0.921,14.3515625,13.646875,13.4859375,13.3484375,13.5640625,13.4875,13.5,13.446875,13.503125,13.371875,13.484375,13.4078125,13.421875,13.3890625,13.4109375,13.4578125,13.5,13.440625,13.471875,13.4,13.521875,13.4234375,13.471875,13.475,13.509375,13.471875,13.475,13.48125,13.4984375,13.409375,13.34375,13.48125,13.5546875,13.63125,13.509375,13.571875,13.48125,13.509375,13.509375,13.5609375,13.475,13.440625,13.484375,13.5265625,13.40625,13.440625,13.4296875,13.509375,13.5609375,13.475,13.5109375,13.6296875,13.5265625,13.5609375,13.5609375,13.578125,13.49375,13.4515625,13.4578125,13.5609375,13.5609375,13.5265625,13.440625,13.4703125,13.51875,13.5609375,13.5421875,13.634375,13.6984375,13.609375,13.6125,13.565625,13.503125,13.565625,13.58125,13.4234375,13.3890625,13.5265625,13.540625,13.384375,13.3640625,13.571875,13.65,13.68125,13.578125,13.54375,13.58125,13.54375,13.503125,13.475,13.4875,13.440625,13.4234375,13.3890625,13.5265625,13.440625,13.5109375,13.440625,13.571875,13.75,13.646875,13.51875,13.475,13.503125,13.5875,13.503125,13.475,13.475,13.503125,13.5359375,13.509375,13.371875,13.5171875,13.6296875,13.771875,13.6296875,13.6125,13.5609375,13.5875,13.559375,13.475,13.5453125,13.503125,13.53125,13.475,13.54375,13.4984375,13.475,13.5546875,13.6296875,13.746875,13.671875,13.58125,13.5953125,13.5734375,13.53125,13.53125,13.53125,13.475,13.503125,13.440625,13.578125,13.5609375,13.4921875,13.509375,13.6296875,13.65,13.734375,13.640625,13.58125,13.6296875,13.6296875,13.5453125,13.503125,13.5171875,13.5453125,13.565625,13.584375,13.5296875,13.471875,13.4796875,13.6296875,13.603125,13.6296875,13.6296875,13.6125,13.559375,13.6015625,13.5171875,13.5453125,13.5875,13.509375,13.471875,13.465625,13.509375,13.4890625,13.5609375,13.465625,13.475,13.6640625,13.6640625,13.6125,13.58125,13.4875,13.559375,13.6296875,13.4875,13.471875,13.4921875,13.5609375,13.5265625,13.4375,13.446875,13.5265625,13.6296875,13.603125,13.5265625,13.4984375,13.584375,13.578125,13.565625,13.5890625,13.578125,13.55,13.4828125,13.484375,13.540625,13.5359375,13.5265625,13.371875,13.4796875,13.6296875,13.634375,13.5265625,13.5609375,13.5953125,13.5609375,13.5828125,13.5140625,13.509375,13.5265625,13.603125,13.54375,13.3375,13.3890625,13.621875,13.5640625,13.6015625,13.4609375,13.5609375,13.65,13.571875,13.5953125,13.578125,13.603125,13.603125,13.54375,13.5546875,13.4796875,13.5171875,13.4203125,13.475,13.56875,13.5140625,13.4875,13.5609375,13.53125,13.5546875,13.5546875,13.5921875,13.5546875,13.571875,13.578125,13.596875,13.4890625,13.45,13.6125
1.046,16.9609375,16.140625,15.9265625,15.778125,15.9984375,15.94375,15.9453125,15.896875,15.953125,15.803125,15.953125,15.8515625,15.878125,15.8234375,15.8671875,15.9265625,15.99375,15.884375,15.9140625,15.85625,15.971875,15.8640625,15.903125,15.925,15.965625,15.94375,15.925,15.9453125,15.9390625,15.859375,15.79375,15.946875,16.028125,16.1265625,15.965625,16.046875,15.9453125,15.965625,15.9859375,16.0265625,15.940625,15.8890625,15.94375,15.96875,15.8453125,15.9046875,15.9046875,15.965625,16,15.925,15.9859375,16.096875,15.9859375,16.0265625,16.0265625,16.046875,15.9484375,15.8921875,15.909375,16.0265625,16.0265625,15.96875,15.884375,15.925,15.965625,16.00625,16.0265625,16.121875,16.18125,16.078125,16.0875,16.040625,15.9625,16.025,16.025,15.8640625,15.840625,15.975,15.996875,15.809375,15.8078125,16.046875,16.1375,16.1578125,16.046875,16.0015625,16.05625,16.0046875,15.953125,15.9390625,15.946875,15.9,15.8640625,15.840625,15.9859375,15.890625,15.965625,15.9015625,16.059375,16.25,16.1328125,15.978125,15.925,15.9671875,16.065625,15.9671875,15.9390625,15.925,15.978125,15.990625,15.975,15.8109375,15.9953125,16.1078125,16.265625,16.1125,16.1015625,16.0390625,16.0515625,16.0234375,15.9390625,16.009375,15.9671875,15.98125,15.91875,16.01875,15.9484375,15.93125,15.9953125,16.1078125,16.25625,16.15625,16.05625,16.05625,16.0515625,16.009375,15.9953125,15.98125,15.925,15.98125,15.9,16.0359375,16.0265625,15.9515625,15.9703125,16.090625,16.121875,16.234375,16.14375,16.05625,16.1078125,16.121875,16.0234375,15.98125,15.9671875,15.9953125,16.025,16.05625,15.9953125,15.9109375,15.9203125,16.1078125,16.090625,16.1296875,16.0984375,16.0875,16.0515625,16.0796875,15.9671875,15.9953125,16.0515625,15.9703125,15.946875,15.90625,15.975,15.9609375,16.01875,15.915625,15.9421875,16.1578125,16.1296875,16.0875,16.05625,15.93125,16.0375,16.1078125,15.93125,15.93125,15.95,16.0265625,16.003125,15.86875,15.896875,15.9859375,16.1078125,16.059375,15.9859375,15.9640625,16.0703125,16.046875,16.040625,16.0640625,16.053125,16.0046875,15.9328125,15.94375,15.996875,15.9765625,15.9640625,15.803125,15.9453125,16.1078125,16.10625,15.9859375,16.040625,16.078125,16.0265625,16.0484375,15.9796875,15.975,15.9859375,16.075,15.9875,15.7828125,15.8484375,16.078125,16.028125,16.0671875,15.9203125,16.028125,16.121875,16.04375,16.0546875,16.0375,16.075,16.075,16.0109375,16.0328125,15.925,15.9578125,15.8765625,15.940625,16.01875,15.9734375,15.965625,16.0265625,16.00625,16.0328125,16.0140625,16.0515625,16.0140625,16.046875,16.025,16.075,15.9234375,15.90625,16.04375
1.124,18.265625,17.3875,17.146875,17.0078125,17.215625,17.171875,17.1578125,17.1125,17.16875,17.01875,17.1875,17.0625,17.10625,17.040625,17.0953125,17.14375,17.240625,17.10625,17.1484375,17.084375,17.1875,17.084375,17.128125,17.15,17.19375,17.171875,17.15,17.1875,17.159375,17.075,17.01875,17.1796875,17.28125,17.3609375,17.19375,17.284375,17.1875,17.19375,17.215625,17.259375,17.1734375,17.121875,17.1734375,17.18125,17.0734375,17.146875,17.1421875,17.19375,17.20625,17.15,17.2234375,17.321875,17.215625,17.259375,17.259375,17.28125,17.16875,17.1125,17.14375,17.259375,17.259375,17.18125,17.10625,17.1421875,17.165625,17.21875,17.26875,17.365625,17.4140625,17.3125,17.325,17.278125,17.2,17.246875,17.246875,17.084375,17.075,17.190625,17.225,17.0125,17.01875,17.284375,17.38125,17.3875,17.28125,17.2390625,17.29375,17.2265625,17.178125,17.178125,17.184375,17.1375,17.084375,17.075,17.215625,17.115625,17.1828125,17.140625,17.303125,17.5,17.384375,17.2,17.15,17.20625,17.3046875,17.1921875,17.178125,17.15,17.215625,17.2109375,17.2078125,17.0390625,17.234375,17.346875,17.5125,17.3625,17.353125,17.278125,17.2765625,17.2625,17.178125,17.234375,17.1921875,17.20625,17.140625,17.25625,17.165625,17.159375,17.215625,17.346875,17.503125,17.390625,17.29375,17.2953125,17.290625,17.2484375,17.2203125,17.20625,17.15,17.2203125,17.1375,17.25625,17.259375,17.18125,17.1921875,17.3125,17.365625,17.484375,17.3953125,17.29375,17.346875,17.375,17.2625,17.2203125,17.1921875,17.2203125,17.246875,17.2765625,17.228125,17.121875,17.140625,17.346875,17.334375,17.3796875,17.3328125,17.325,17.3046875,17.31875,17.1921875,17.2203125,17.2765625,17.209375,17.184375,17.1265625,17.2078125,17.2046875,17.2390625,17.13125,17.184375,17.4046875,17.3625,17.325,17.29375,17.153125,17.2765625,17.346875,17.153125,17.16875,17.1875,17.259375,17.25,17.09375,17.13125,17.215625,17.346875,17.2875,17.215625,17.196875,17.3046875,17.28125,17.278125,17.3015625,17.290625,17.225,17.15,17.1734375,17.225,17.196875,17.171875,17.01875,17.178125,17.346875,17.334375,17.215625,17.2875,17.3109375,17.259375,17.28125,17.2125,17.2078125,17.215625,17.303125,17.209375,17.015625,17.090625,17.30625,17.2484375,17.3,17.159375,17.2703125,17.35,17.2875,17.284375,17.2671875,17.303125,17.303125,17.253125,17.271875,17.1375,17.178125,17.1046875,17.190625,17.24375,17.190625,17.19375,17.259375,17.24375,17.271875,17.234375,17.271875,17.253125,17.284375,17.2375,17.303125,17.140625,17.134375,17.259375
1.28,22.1796875,21.128125,20.8078125,20.696875,20.8671875,20.85625,20.7953125,20.759375,20.815625,20.665625,20.890625,20.6953125,20.790625,20.6921875,20.7796875,20.7953125,20.98125,20.771875,20.8515625,20.76875,20.834375,20.7453125,20.803125,20.825,20.878125,20.85625,20.825,20.9140625,20.8203125,20.721875,20.69375,20.878125,21.040625,21.0640625,20.878125,20.996875,20.9140625,20.878125,20.9046875,20.9578125,20.871875,20.8203125,20.8625,20.81875,20.7578125,20.8734375,20.8546875,20.878125,20.825,20.825,20.9359375,20.996875,20.9046875,20.9578125,20.9578125,20.984375,20.8296875,20.7734375,20.846875,20.9578125,20.9578125,20.81875,20.771875,20.79375,20.765625,20.85625,20.9953125,21.096875,21.1125,21.015625,21.0375,20.990625,20.9125,20.9125,20.9125,20.7453125,20.778125,20.8375,20.909375,20.621875,20.6515625,20.996875,21.1125,21.0765625,20.984375,20.9515625,21.00625,20.8921875,20.853125,20.8953125,20.896875,20.85,20.7453125,20.778125,20.9046875,20.790625,20.834375,20.8578125,21.034375,21.25,21.1390625,20.865625,20.825,20.9234375,21.021875,20.8671875,20.8953125,20.825,20.928125,20.871875,20.90625,20.7234375,20.9515625,21.0640625,21.253125,21.1125,21.1078125,20.9953125,20.9515625,20.9796875,20.8953125,20.909375,20.8671875,20.88125,20.80625,20.96875,20.8171875,20.84375,20.8765625,21.0640625,21.24375,21.09375,21.00625,21.0125,21.0078125,20.965625,20.8953125,20.88125,20.825,20.9375,20.85,20.9171875,20.9578125,20.8703125,20.8578125,20.978125,21.096875,21.234375,21.15,21.00625,21.0640625,21.134375,20.9796875,20.9375,20.8671875,20.8953125,20.9125,20.9375,20.9265625,20.7546875,20.8015625,21.0640625,21.065625,21.1296875,21.0359375,21.0375,21.0640625,21.0359375,20.8671875,20.8953125,20.9515625,20.9265625,20.896875,20.7875,20.90625,20.9359375,20.9,20.778125,20.9109375,21.1453125,21.0609375,21.0375,21.00625,20.81875,20.99375,21.0640625,20.81875,20.88125,20.9,20.9578125,20.990625,20.76875,20.834375,20.9046875,21.0640625,20.971875,20.9046875,20.8953125,21.0078125,20.984375,20.990625,21.0140625,21.003125,20.8859375,20.8015625,20.8625,20.909375,20.8578125,20.7953125,20.665625,20.8765625,21.0640625,21.01875,20.9046875,21.028125,21.009375,20.9578125,20.9796875,20.9109375,20.90625,20.9046875,20.9875,20.875,20.7140625,20.8171875,20.990625,20.909375,20.9984375,20.8765625,20.996875,21.034375,21.01875,20.9734375,20.95625,20.9875,20.9875,20.9796875,20.9890625,20.775,20.8390625,20.7890625,20.940625,20.91875,20.8421875,20.878125,20.9578125,20.95625,20.9890625,20.8953125,20.9328125,20.9703125,20.996875,20.875,20.9875,20.7921875,20.81875,20.90625
