2017/02/06 18:16:56
Time (sec),PTAT,P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255
0.141,2.534375,2.34375,2.35625,2.378125,2.353125,2.328125,2.34375,2.346875,2.3875,2.346875,2.346875,2.38125,2.371875,2.353125,2.371875,2.421875,2.4125,2.3625,2.3875,2.371875,2.346875,2.396875,2.36875,2.36875,2.3375,2.371875,2.36875,2.3625,2.325,2.346875,2.36875,2.328125,2.35625,2.3875,2.371875,2.353125,2.3625,2.371875,2.34375,2.38125,2.38125,2.346875,2.378125,2.378125,2.371875,2.3625,2.353125,2.371875,2.38125,2.36875,2.390625,2.36875,2.378125,2.38125,2.38125,2.353125,2.3875,2.3875,2.3875,2.353125,2.346875,2.378125,2.3625,2.353125,2.36875,2.38125,2.4,2.371875,2.38125,2.3875,2.35625,2.3625,2.390625,2.3625,2.3625,2.3875,2.353125,2.38125,2.371875,2.3625,2.38125,2.353125,2.371875,2.4125,2.3875,2.35625,2.3625,2.3625,2.36875,2.36875,2.390625,2.390625,2.35625,2.3875,2.378125,2.36875,2.353125,2.3625,2.40625,2.353125,2.35625,2.390625,2.396875,2.36875,2.396875,2.36875,2.36875,2.36875,2.421875,2.421875,2.38125,2.371875,2.396875,2.396875,2.378125,2.38125,2.390625,2.3625,2.36875,2.396875,2.396875,2.36875,2.36875,2.396875,2.425,2.390625,2.415625,2.40625,2.35625,2.396875,2.378125,2.3875,2.3625,2.396875,2.396875,2.36875,2.36875,2.36875,2.36875,2.36875,2.390625,2.390625,2.38125,2.34375,2.3625,2.396875,2.371875,2.38125,2.390625,2.390625,2.396875,2.396875,2.396875,2.36875,2.396875,2.396875,2.390625,2.35625,2.38125,2.371875,2.35625,2.35625,2.40625,2.38125,2.3875,2.390625,2.396875,2.36875,2.36875,2.396875,2.396875,2.396875,2.390625,2.3875,2.38125,2.371875,2.35625,2.3875,2.4,2.378125,2.38125,2.390625,2.390625,2.390625,2.396875,2.396875,2.390625,2.390625,2.390625,2.38125,2.4125,2.4,2.3875,2.378125,2.396875,2.371875,2.378125,2.415625,2.3875,2.3875,2.390625,2.390625,2.390625,2.35625,2.38125,2.378125,2.371875,2.396875,2.378125,2.346875,2.38125,2.396875,2.40625,2.378125,2.38125,2.38125,2.38125,2.38125,2.38125,2.38125,2.378125,2.371875,2.396875,2.38125,2.353125,2.371875,2.40625,2.38125,2.35625,2.4,2.40625,2.371875,2.378125,2.4125,2.371875,2.3375,2.36875,2.35625,2.34375,2.35625,2.371875,2.346875,2.36875,2.4,2.415625,2.34375,2.390625,2.396875,2.396875,2.35625,2.35625,2.390625,2.34375,2.371875,2.353125,2.371875,2.346875
0.297,6.3265625,5.8828125,5.9125,5.934375,5.8734375,5.8328125,5.86875,5.8578125,5.9390625,5.878125,5.878125,5.921875,5.9203125,5.8734375,5.9203125,6.04375,6.0203125,5.896875,5.93125,5.9203125,5.878125,5.9625,5.8921875,5.9109375,5.8515625,5.9203125,5.9109375,5.896875,5.81875,5.8578125,5.9109375,5.8375,5.88125,5.93125,5.9203125,5.8921875,5.896875,5.903125,5.865625,5.94375,5.9265625,5.8578125,5.934375,5.934375,5.9203125,5.896875,5.8921875,5.9203125,5.9171875,5.9109375,5.9484375,5.928125,5.934375,5.94375,5.94375,5.8734375,5.94375,5.94375,5.959375,5.8875,5.875,5.91875,5.915625,5.8921875,5.9109375,5.94375,5.971875,5.9203125,5.9265625,5.94375,5.88125,5.9109375,5.953125,5.896875,5.9109375,5.94375,5.8734375,5.9265625,5.9203125,5.896875,5.921875,5.8921875,5.9375,6.003125,5.9421875,5.8984375,5.9109375,5.896875,5.9109375,5.9265625,5.9671875,5.953125,5.88125,5.959375,5.934375,5.9109375,5.8734375,5.9140625,5.9890625,5.8875,5.896875,5.9671875,5.9828125,5.9265625,5.996875,5.9265625,5.9109375,5.9109375,6.0296875,6.028125,5.94375,5.9203125,5.9828125,5.9828125,5.934375,5.94375,5.9671875,5.896875,5.9109375,5.996875,5.9828125,5.9109375,5.9265625,5.9828125,6.053125,5.9671875,6.0125,5.9890625,5.88125,5.9828125,5.934375,5.959375,5.9109375,5.965625,5.9671875,5.9265625,5.9265625,5.9109375,5.9265625,5.9109375,5.9671875,5.95,5.94375,5.865625,5.9140625,5.9828125,5.9375,5.94375,5.9671875,5.9671875,5.9828125,5.9828125,5.9671875,5.9109375,5.9828125,5.9671875,5.953125,5.896875,5.94375,5.9203125,5.88125,5.9015625,5.9890625,5.94375,5.959375,5.9671875,5.9828125,5.9265625,5.9109375,5.9828125,5.9828125,5.965625,5.9671875,5.959375,5.94375,5.9203125,5.8984375,5.959375,5.990625,5.934375,5.94375,5.98125,5.9671875,5.9671875,5.9828125,5.9828125,5.9671875,5.953125,5.9671875,5.94375,6.003125,5.990625,5.959375,5.934375,5.9828125,5.9203125,5.934375,6.0296875,5.94375,5.959375,5.9671875,5.9671875,5.95,5.896875,5.94375,5.934375,5.9203125,5.9828125,5.934375,5.8578125,5.94375,5.9828125,5.9890625,5.934375,5.94375,5.94375,5.94375,5.94375,5.94375,5.94375,5.934375,5.9203125,5.965625,5.94375,5.896875,5.9203125,5.98125,5.94375,5.9015625,5.9734375,6.00625,5.9375,5.934375,6.003125,5.9203125,5.8515625,5.9109375,5.88125,5.86875,5.88125,5.890625,5.8578125,5.94375,5.990625,6.0078125,5.85,5.9671875,5.9828125,5.9828125,5.88125,5.9015625,5.9671875,5.85,5.9203125,5.8734375,5.95,5.8578125
0.375,7.584375,7.078125,7.1125,7.1125,7.040625,7.009375,7.05,7.021875,7.103125,7.0625,7.0625,7.08125,7.096875,7.040625,7.096875,7.24375,7.215625,7.06875,7.0875,7.096875,7.0625,7.13125,7.046875,7.084375,7.028125,7.096875,7.084375,7.06875,6.9875,7.021875,7.084375,7.01875,7.05,7.0875,7.096875,7.078125,7.06875,7.0625,7.04375,7.125,7.090625,7.021875,7.1125,7.1125,7.096875,7.06875,7.078125,7.096875,7.071875,7.084375,7.115625,7.11875,7.1125,7.125,7.125,7.040625,7.1125,7.1125,7.14375,7.06875,7.05625,7.08125,7.10625,7.078125,7.084375,7.125,7.14375,7.096875,7.090625,7.1125,7.05,7.096875,7.125,7.06875,7.096875,7.1125,7.040625,7.090625,7.096875,7.06875,7.08125,7.078125,7.13125,7.18125,7.109375,7.084375,7.096875,7.06875,7.084375,7.115625,7.153125,7.125,7.05,7.14375,7.1125,7.084375,7.040625,7.103125,7.165625,7.06875,7.08125,7.153125,7.171875,7.115625,7.2,7.115625,7.084375,7.084375,7.215625,7.2125,7.125,7.096875,7.171875,7.171875,7.1125,7.125,7.153125,7.06875,7.084375,7.2,7.171875,7.084375,7.115625,7.171875,7.25625,7.153125,7.19375,7.165625,7.05,7.171875,7.1125,7.14375,7.096875,7.1375,7.140625,7.115625,7.115625,7.084375,7.115625,7.084375,7.153125,7.11875,7.125,7.04375,7.103125,7.171875,7.13125,7.125,7.153125,7.153125,7.171875,7.171875,7.140625,7.084375,7.171875,7.140625,7.125,7.08125,7.125,7.096875,7.05,7.090625,7.165625,7.125,7.14375,7.153125,7.171875,7.115625,7.084375,7.171875,7.171875,7.1375,7.153125,7.14375,7.125,7.096875,7.084375,7.14375,7.18125,7.1125,7.125,7.18125,7.153125,7.153125,7.171875,7.171875,7.153125,7.125,7.153125,7.125,7.18125,7.18125,7.14375,7.1125,7.171875,7.096875,7.1125,7.228125,7.1125,7.14375,7.153125,7.153125,7.11875,7.08125,7.125,7.1125,7.096875,7.171875,7.1125,7.021875,7.125,7.171875,7.165625,7.1125,7.125,7.125,7.125,7.125,7.125,7.125,7.1125,7.096875,7.1375,7.125,7.0875,7.096875,7.15,7.125,7.090625,7.146875,7.2,7.13125,7.1125,7.18125,7.096875,7.028125,7.084375,7.05,7.05,7.05,7.0375,7.021875,7.15,7.18125,7.184375,7.0125,7.153125,7.171875,7.171875,7.05,7.090625,7.153125,7.0125,7.096875,7.040625,7.15625,7.021875
0.515,10.1,9.46875,9.5125,9.46875,9.375,9.3625,9.4125,9.35,9.43125,9.43125,9.43125,9.4,9.45,9.375,9.45,9.64375,9.60625,9.4125,9.4,9.45,9.43125,9.46875,9.35625,9.43125,9.38125,9.45,9.43125,9.4125,9.325,9.35,9.43125,9.38125,9.3875,9.4,9.45,9.45,9.4125,9.38125,9.4,9.4875,9.41875,9.35,9.46875,9.46875,9.45,9.4125,9.45,9.45,9.38125,9.43125,9.45,9.5,9.46875,9.4875,9.4875,9.375,9.45,9.45,9.5125,9.43125,9.41875,9.40625,9.4875,9.45,9.43125,9.4875,9.4875,9.45,9.41875,9.45,9.3875,9.46875,9.46875,9.4125,9.46875,9.45,9.375,9.41875,9.45,9.4125,9.4,9.45,9.51875,9.5375,9.44375,9.45625,9.46875,9.4125,9.43125,9.49375,9.525,9.46875,9.3875,9.5125,9.46875,9.43125,9.375,9.48125,9.51875,9.43125,9.45,9.525,9.55,9.49375,9.60625,9.49375,9.43125,9.43125,9.5875,9.58125,9.4875,9.45,9.55,9.55,9.46875,9.4875,9.525,9.4125,9.43125,9.60625,9.55,9.43125,9.49375,9.55,9.6625,9.525,9.55625,9.51875,9.3875,9.55,9.46875,9.5125,9.46875,9.48125,9.4875,9.49375,9.49375,9.43125,9.49375,9.43125,9.525,9.45625,9.4875,9.4,9.48125,9.55,9.51875,9.4875,9.525,9.525,9.55,9.55,9.4875,9.43125,9.55,9.4875,9.46875,9.45,9.4875,9.45,9.3875,9.46875,9.51875,9.4875,9.5125,9.525,9.55,9.49375,9.43125,9.55,9.55,9.48125,9.525,9.5125,9.4875,9.45,9.45625,9.5125,9.5625,9.46875,9.4875,9.58125,9.525,9.525,9.55,9.55,9.525,9.46875,9.525,9.4875,9.5375,9.5625,9.5125,9.46875,9.55,9.45,9.46875,9.625,9.45,9.5125,9.525,9.525,9.45625,9.45,9.4875,9.46875,9.45,9.55,9.46875,9.35,9.4875,9.55,9.51875,9.46875,9.4875,9.4875,9.4875,9.4875,9.4875,9.4875,9.46875,9.45,9.48125,9.4875,9.46875,9.45,9.4875,9.4875,9.46875,9.49375,9.5875,9.51875,9.46875,9.5375,9.45,9.38125,9.43125,9.3875,9.4125,9.3875,9.33125,9.35,9.5625,9.5625,9.5375,9.3375,9.525,9.55,9.55,9.3875,9.46875,9.525,9.3375,9.45,9.375,9.56875,9.35
0.577,11.3578125,10.6640625,10.68125,10.646875,10.5421875,10.5171875,10.59375,10.5140625,10.5953125,10.5953125,10.615625,10.559375,10.6265625,10.5421875,10.6265625,10.7765625,10.8015625,10.615625,10.55625,10.6265625,10.615625,10.6375,10.5296875,10.6046875,10.5578125,10.6265625,10.6046875,10.584375,10.49375,10.5140625,10.6046875,10.5625,10.55625,10.584375,10.6265625,10.6171875,10.584375,10.5578125,10.578125,10.66875,10.5828125,10.53125,10.6328125,10.646875,10.6265625,10.584375,10.6171875,10.6265625,10.5625,10.6046875,10.6359375,10.6734375,10.646875,10.6515625,10.66875,10.5421875,10.61875,10.65,10.696875,10.5984375,10.5828125,10.584375,10.659375,10.6171875,10.6046875,10.66875,10.659375,10.6265625,10.6,10.634375,10.55625,10.6546875,10.640625,10.584375,10.6546875,10.61875,10.5421875,10.5828125,10.6265625,10.584375,10.559375,10.6359375,10.6953125,10.7015625,10.628125,10.6421875,10.640625,10.584375,10.6203125,10.6671875,10.696875,10.6546875,10.5734375,10.6796875,10.646875,10.621875,10.5421875,10.653125,10.7125,10.6125,10.61875,10.7109375,10.7390625,10.6828125,10.7953125,10.6828125,10.6203125,10.6046875,10.7875,10.765625,10.66875,10.6265625,10.71875,10.7390625,10.646875,10.66875,10.7109375,10.584375,10.6203125,10.7953125,10.7234375,10.6046875,10.6828125,10.7234375,10.8515625,10.7109375,10.7546875,10.6953125,10.5765625,10.7390625,10.646875,10.696875,10.6546875,10.653125,10.6609375,10.6828125,10.6828125,10.6046875,10.6671875,10.6203125,10.696875,10.625,10.66875,10.578125,10.653125,10.7390625,10.7125,10.66875,10.7109375,10.7109375,10.7234375,10.7390625,10.6765625,10.6203125,10.7234375,10.6609375,10.6546875,10.634375,10.6546875,10.6265625,10.55625,10.6578125,10.7125,10.66875,10.68125,10.7109375,10.7390625,10.6671875,10.6046875,10.7390625,10.7390625,10.653125,10.696875,10.696875,10.66875,10.6265625,10.6421875,10.696875,10.7359375,10.646875,10.66875,10.75,10.7109375,10.7109375,10.7390625,10.7390625,10.7109375,10.6546875,10.69375,10.66875,10.715625,10.7359375,10.696875,10.66875,10.7390625,10.6265625,10.646875,10.8234375,10.634375,10.696875,10.7109375,10.7109375,10.6421875,10.634375,10.66875,10.646875,10.6265625,10.71875,10.646875,10.5140625,10.66875,10.7390625,10.6953125,10.646875,10.6828125,10.66875,10.6546875,10.66875,10.66875,10.66875,10.646875,10.64375,10.6703125,10.65,10.6359375,10.6265625,10.65625,10.66875,10.6578125,10.6671875,10.7640625,10.7125,10.646875,10.715625,10.6265625,10.5578125,10.6046875,10.55625,10.59375,10.55625,10.5078125,10.5484375,10.7359375,10.7296875,10.7140625,10.540625,10.7109375,10.71875,10.7390625,10.5765625,10.6375,10.6921875,10.521875,10.6265625,10.5421875,10.7453125,10.5484375
0.702,15.13125,14.25,14.1875,14.18125,14.04375,13.98125,14.1375,14.00625,14.0875,14.0875,14.16875,14.0375,14.15625,14.04375,14.15625,14.175,14.3875,14.225,14.025,14.15625,14.16875,14.14375,14.05,14.125,14.0875,14.15625,14.125,14.1,14,14.00625,14.125,14.10625,14.0625,14.1375,14.15625,14.11875,14.1,14.0875,14.1125,14.2125,14.075,14.075,14.125,14.18125,14.15625,14.1,14.11875,14.15625,14.10625,14.125,14.19375,14.19375,14.18125,14.14375,14.2125,14.04375,14.125,14.25,14.25,14.1,14.075,14.11875,14.175,14.11875,14.125,14.2125,14.175,14.15625,14.14375,14.1875,14.0625,14.2125,14.15625,14.1,14.2125,14.125,14.04375,14.075,14.15625,14.1,14.0375,14.19375,14.225,14.19375,14.18125,14.2,14.15625,14.1,14.1875,14.1875,14.2125,14.2125,14.13125,14.18125,14.18125,14.19375,14.04375,14.16875,14.29375,14.15625,14.125,14.26875,14.30625,14.25,14.3625,14.25,14.1875,14.125,14.3875,14.31875,14.2125,14.15625,14.225,14.30625,14.18125,14.2125,14.26875,14.1,14.1875,14.3625,14.24375,14.125,14.25,14.24375,14.41875,14.26875,14.35,14.225,14.14375,14.30625,14.18125,14.25,14.2125,14.16875,14.18125,14.25,14.25,14.125,14.1875,14.1875,14.2125,14.13125,14.2125,14.1125,14.16875,14.30625,14.29375,14.2125,14.26875,14.26875,14.24375,14.30625,14.24375,14.1875,14.24375,14.18125,14.2125,14.1875,14.15625,14.15625,14.0625,14.225,14.29375,14.2125,14.1875,14.26875,14.30625,14.1875,14.125,14.30625,14.30625,14.16875,14.2125,14.25,14.2125,14.15625,14.2,14.25,14.25625,14.18125,14.2125,14.25625,14.26875,14.26875,14.30625,14.30625,14.26875,14.2125,14.2,14.2125,14.25,14.25625,14.25,14.26875,14.30625,14.15625,14.18125,14.41875,14.1875,14.25,14.26875,14.26875,14.2,14.1875,14.2125,14.18125,14.15625,14.225,14.18125,14.00625,14.2125,14.30625,14.225,14.18125,14.26875,14.2125,14.15625,14.2125,14.2125,14.2125,14.18125,14.225,14.2375,14.1375,14.1375,14.15625,14.1625,14.2125,14.225,14.1875,14.29375,14.29375,14.18125,14.25,14.15625,14.0875,14.125,14.0625,14.1375,14.0625,14.0375,14.14375,14.25625,14.23125,14.24375,14.15,14.26875,14.225,14.30625,14.14375,14.14375,14.19375,14.075,14.15625,14.04375,14.275,14.14375
0.811,17.646875,16.6078125,16.55625,16.509375,16.378125,16.3125,16.5,16.334375,16.415625,16.4359375,16.5171875,16.35625,16.509375,16.378125,16.478125,16.475,16.778125,16.6,16.3375,16.509375,16.5171875,16.48125,16.396875,16.471875,16.4234375,16.509375,16.471875,16.44375,16.3375,16.334375,16.471875,16.4421875,16.4,16.50625,16.509375,16.453125,16.4625,16.440625,16.453125,16.5890625,16.4203125,16.4375,16.4671875,16.5375,16.509375,16.44375,16.471875,16.509375,16.4421875,16.471875,16.565625,16.540625,16.5375,16.4890625,16.575,16.3953125,16.478125,16.634375,16.6015625,16.4484375,16.4203125,16.475,16.51875,16.471875,16.471875,16.575,16.51875,16.5265625,16.50625,16.55625,16.4171875,16.584375,16.5,16.4578125,16.584375,16.4625,16.3953125,16.4203125,16.509375,16.44375,16.378125,16.565625,16.578125,16.5359375,16.55,16.5546875,16.5140625,16.4609375,16.55,16.55,16.5703125,16.584375,16.4859375,16.5328125,16.5375,16.5578125,16.378125,16.5296875,16.6640625,16.5046875,16.478125,16.640625,16.66875,16.628125,16.740625,16.6125,16.55,16.4875,16.7734375,16.6875,16.5921875,16.509375,16.5828125,16.684375,16.5546875,16.575,16.640625,16.4609375,16.565625,16.740625,16.590625,16.471875,16.6125,16.590625,16.8109375,16.640625,16.7296875,16.578125,16.521875,16.684375,16.5375,16.6328125,16.584375,16.5296875,16.54375,16.628125,16.6125,16.471875,16.55,16.55,16.55625,16.4859375,16.575,16.46875,16.5296875,16.684375,16.68125,16.575,16.640625,16.640625,16.590625,16.684375,16.621875,16.55,16.590625,16.54375,16.584375,16.540625,16.5046875,16.509375,16.4,16.603125,16.68125,16.575,16.540625,16.640625,16.684375,16.55,16.4875,16.684375,16.684375,16.5125,16.5703125,16.61875,16.575,16.5265625,16.571875,16.61875,16.603125,16.5375,16.5921875,16.59375,16.640625,16.640625,16.66875,16.684375,16.640625,16.584375,16.5375,16.575,16.6234375,16.6203125,16.61875,16.646875,16.684375,16.509375,16.5375,16.815625,16.55625,16.61875,16.640625,16.640625,16.571875,16.55625,16.575,16.5234375,16.509375,16.5828125,16.5375,16.334375,16.575,16.684375,16.578125,16.5375,16.6453125,16.575,16.5046875,16.575,16.575,16.575,16.5375,16.6125,16.5984375,16.4625,16.471875,16.509375,16.5,16.575,16.603125,16.5515625,16.646875,16.6640625,16.5546875,16.60625,16.509375,16.440625,16.4890625,16.4,16.5,16.4,16.3609375,16.540625,16.603125,16.5890625,16.596875,16.534375,16.640625,16.5625,16.684375,16.521875,16.5015625,16.528125,16.44375,16.509375,16.378125,16.5984375,16.540625
0.936,20.1625,18.9328125,18.95625,18.809375,18.7125,18.665625,18.8625,18.6625,18.74375,18.8046875,18.8453125,18.675,18.8625,18.7125,18.76875,18.809375,19.16875,18.94375,18.65,18.8625,18.8453125,18.81875,18.74375,18.81875,18.7421875,18.8625,18.81875,18.7875,18.675,18.6625,18.81875,18.7515625,18.7375,18.875,18.8625,18.7875,18.84375,18.79375,18.778125,18.9796875,18.7828125,18.8,18.8234375,18.89375,18.8625,18.7875,18.84375,18.8625,18.7515625,18.81875,18.9375,18.8875,18.89375,18.8515625,18.9375,18.7640625,18.846875,19.003125,18.9359375,18.8109375,18.7828125,18.83125,18.8625,18.84375,18.81875,18.9375,18.8625,18.9140625,18.86875,18.925,18.7890625,18.95625,18.84375,18.8296875,18.95625,18.8,18.7640625,18.7828125,18.8625,18.7875,18.740625,18.9375,18.93125,18.8921875,18.91875,18.8921875,18.8859375,18.8390625,18.896875,18.928125,18.9421875,18.95625,18.8234375,18.9015625,18.89375,18.9046875,18.7125,18.9078125,19.0171875,18.8390625,18.846875,19.0125,19.015625,19.00625,19.11875,18.959375,18.896875,18.865625,19.1453125,19.05625,18.9890625,18.8625,18.9609375,19.0625,18.9453125,18.9375,19.0125,18.8390625,18.94375,19.11875,18.9375,18.81875,18.959375,18.9375,19.2171875,19.0125,19.0921875,18.93125,18.9,19.0625,18.89375,19.0296875,18.95625,18.9078125,18.921875,19.00625,18.959375,18.81875,18.928125,18.896875,18.9,18.8578125,18.9375,18.825,18.9078125,19.0625,19.06875,18.9375,19.0125,19.0125,18.9375,19.0625,19,18.896875,18.9375,18.921875,18.95625,18.878125,18.8671875,18.8625,18.7375,18.98125,19.06875,18.9375,18.909375,19.0125,19.0625,18.928125,18.865625,19.0625,19.0625,18.85625,18.9421875,18.9875,18.9375,18.9140625,18.94375,18.9875,18.95,18.89375,18.9890625,18.93125,19.0125,19.0125,19.015625,19.0625,19.0125,18.95625,18.875,18.9375,19.0140625,19.0015625,18.9875,19.003125,19.0625,18.8625,18.89375,19.2125,18.925,18.9875,19.0125,19.0125,18.94375,18.925,18.9375,18.8515625,18.8625,18.9609375,18.89375,18.6625,18.9375,19.0625,18.93125,18.89375,19.0078125,18.9375,18.8671875,18.9375,18.9375,18.9375,18.89375,19,18.9421875,18.7875,18.80625,18.8625,18.8375,18.9375,18.98125,18.9328125,19,19.0171875,18.9453125,18.9625,18.8625,18.79375,18.8703125,18.7375,18.8625,18.7375,18.6546875,18.9375,18.95,18.9703125,18.95,18.896875,19.0125,18.9,19.0625,18.9,18.8796875,18.8625,18.8125,18.8625,18.7125,18.8921875,18.9375
1.061,22.678125,21.2578125,21.35625,21.1375,21.046875,21.01875,21.225,21.0109375,21.0921875,21.153125,21.19375,20.99375,21.19375,21.046875,21.090625,21.14375,21.559375,21.2875,20.990625,21.215625,21.19375,21.1765625,21.090625,21.165625,21.078125,21.215625,21.165625,21.13125,21.0125,20.990625,21.165625,21.0875,21.075,21.24375,21.215625,21.121875,21.20625,21.146875,21.11875,21.3390625,21.1453125,21.1625,21.165625,21.25,21.215625,21.15,21.196875,21.215625,21.0875,21.165625,21.290625,21.234375,21.25,21.2140625,21.3,21.115625,21.215625,21.35625,21.2875,21.1734375,21.128125,21.1875,21.20625,21.196875,21.165625,21.3,21.20625,21.284375,21.23125,21.29375,21.1609375,21.328125,21.215625,21.1875,21.3140625,21.1375,21.1328125,21.128125,21.215625,21.1484375,21.103125,21.309375,21.3015625,21.2484375,21.2875,21.246875,21.2578125,21.2,21.24375,21.30625,21.3140625,21.3140625,21.178125,21.284375,21.25,21.2515625,21.065625,21.26875,21.3703125,21.2046875,21.215625,21.384375,21.378125,21.3984375,21.496875,21.30625,21.259375,21.228125,21.5171875,21.425,21.3859375,21.215625,21.31875,21.440625,21.31875,21.3,21.384375,21.2171875,21.30625,21.496875,21.3,21.18125,21.30625,21.284375,21.6234375,21.384375,21.471875,21.3015625,21.278125,21.4234375,21.2671875,21.4125,21.3140625,21.2859375,21.3,21.384375,21.30625,21.165625,21.30625,21.259375,21.24375,21.2296875,21.3,21.18125,21.2859375,21.4234375,21.4390625,21.2859375,21.384375,21.384375,21.284375,21.440625,21.378125,21.24375,21.284375,21.3,21.3140625,21.215625,21.2296875,21.2328125,21.075,21.3390625,21.4390625,21.3,21.278125,21.384375,21.440625,21.30625,21.24375,21.440625,21.440625,21.2171875,21.3140625,21.340625,21.3,21.3015625,21.315625,21.3359375,21.3140625,21.2671875,21.36875,21.2859375,21.384375,21.384375,21.378125,21.440625,21.384375,21.328125,21.2296875,21.3,21.3875,21.365625,21.35625,21.38125,21.4203125,21.215625,21.25,21.5921875,21.29375,21.35625,21.384375,21.384375,21.315625,21.29375,21.3,21.19375,21.215625,21.31875,21.25,21.0171875,21.321875,21.440625,21.284375,21.25,21.3703125,21.3,21.246875,21.3,21.3,21.3,21.25,21.3703125,21.2859375,21.13125,21.1640625,21.215625,21.2,21.3,21.359375,21.3140625,21.3703125,21.3703125,21.31875,21.31875,21.2328125,21.146875,21.234375,21.0953125,21.225,21.075,20.978125,21.334375,21.296875,21.328125,21.303125,21.259375,21.384375,21.2375,21.440625,21.2578125,21.2578125,21.215625,21.18125,21.215625,21.046875,21.215625,21.3
1.17,25.19375,23.5828125,23.75625,23.49375,23.38125,23.371875,23.5875,23.3796875,23.4609375,23.48125,23.5625,23.3125,23.503125,23.38125,23.44375,23.478125,23.95,23.63125,23.359375,23.56875,23.5625,23.5546875,23.4375,23.5125,23.43125,23.56875,23.5125,23.475,23.35,23.31875,23.5125,23.45,23.4125,23.6125,23.56875,23.45625,23.55,23.5,23.475,23.6671875,23.5078125,23.525,23.49375,23.60625,23.56875,23.53125,23.53125,23.56875,23.45,23.5125,23.625,23.58125,23.60625,23.5765625,23.6625,23.45,23.584375,23.69375,23.65625,23.5359375,23.45625,23.54375,23.55,23.53125,23.5125,23.6625,23.55,23.6375,23.59375,23.6625,23.5328125,23.7,23.615625,23.53125,23.6578125,23.475,23.5015625,23.45625,23.56875,23.5265625,23.465625,23.68125,23.6890625,23.6046875,23.65625,23.61875,23.6296875,23.54375,23.590625,23.684375,23.6859375,23.6578125,23.55,23.68125,23.60625,23.5984375,23.4375,23.6125,23.7234375,23.6015625,23.584375,23.75625,23.75625,23.8046875,23.875,23.653125,23.6375,23.575,23.8890625,23.79375,23.7828125,23.56875,23.65625,23.81875,23.675,23.6625,23.75625,23.5953125,23.653125,23.875,23.678125,23.559375,23.653125,23.63125,24.0296875,23.75625,23.86875,23.6890625,23.65625,23.7671875,23.6578125,23.78125,23.6578125,23.6640625,23.678125,23.7625,23.653125,23.5125,23.684375,23.6375,23.5875,23.6015625,23.6625,23.5375,23.6640625,23.7671875,23.7921875,23.6203125,23.75625,23.75625,23.63125,23.81875,23.75625,23.590625,23.63125,23.678125,23.6578125,23.553125,23.5921875,23.6203125,23.4125,23.6765625,23.7921875,23.6625,23.646875,23.75625,23.81875,23.684375,23.621875,23.81875,23.81875,23.5953125,23.6859375,23.678125,23.6625,23.6890625,23.6875,23.6640625,23.6953125,23.6578125,23.73125,23.6578125,23.75625,23.75625,23.75625,23.81875,23.75625,23.7,23.6015625,23.6625,23.74375,23.7125,23.725,23.78125,23.7578125,23.56875,23.60625,23.9546875,23.6625,23.725,23.75625,23.75625,23.6875,23.6625,23.6625,23.55,23.56875,23.65625,23.60625,23.3984375,23.728125,23.81875,23.6375,23.60625,23.7328125,23.6625,23.64375,23.6625,23.6625,23.6625,23.60625,23.7234375,23.6296875,23.49375,23.5453125,23.56875,23.5875,23.6625,23.7375,23.6953125,23.7578125,23.7234375,23.675,23.675,23.6203125,23.5,23.58125,23.4734375,23.5875,23.4125,23.33125,23.73125,23.64375,23.6625,23.65625,23.621875,23.75625,23.575,23.81875,23.5953125,23.6359375,23.5875,23.55,23.56875,23.38125,23.56875,23.628125
