2017/02/06 17:19:48
Time (sec),PTAT,P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255
0.141,2.525,2.334375,2.4125,2.36875,2.34375,2.3625,2.371875,2.3375,2.3375,2.378125,2.378125,2.328125,2.3625,2.390625,2.3625,2.4125,2.4,2.353125,2.378125,2.3625,2.378125,2.346875,2.35625,2.35625,2.3625,2.3625,2.35625,2.353125,2.346875,2.378125,2.35625,2.31875,2.415625,2.378125,2.3625,2.34375,2.425,2.3625,2.36875,2.371875,2.371875,2.371875,2.36875,2.36875,2.3625,2.353125,2.38125,2.3625,2.31875,2.4,2.38125,2.390625,2.36875,2.4,2.371875,2.378125,2.378125,2.378125,2.34375,2.34375,2.371875,2.36875,2.353125,2.38125,2.35625,2.371875,2.353125,2.396875,2.371875,2.40625,2.38125,2.38125,2.353125,2.353125,2.38125,2.378125,2.34375,2.371875,2.396875,2.353125,2.371875,2.38125,2.3625,2.4,2.40625,2.38125,2.38125,2.3875,2.3875,2.35625,2.353125,2.38125,2.38125,2.34375,2.36875,2.35625,2.34375,2.3875,2.396875,2.434375,2.4125,2.4125,2.3875,2.35625,2.3875,2.35625,2.35625,2.35625,2.38125,2.378125,2.3375,2.3625,2.346875,2.3875,2.4,2.40625,2.4125,2.3875,2.3875,2.3875,2.35625,2.35625,2.3875,2.35625,2.353125,2.38125,2.371875,2.3625,2.346875,2.3875,2.4,2.40625,2.440625,2.3875,2.3875,2.3875,2.3875,2.35625,2.35625,2.35625,2.38125,2.346875,2.371875,2.396875,2.353125,2.3875,2.396875,2.40625,2.4125,2.38125,2.415625,2.3875,2.35625,2.35625,2.3875,2.35625,2.353125,2.378125,2.371875,2.328125,2.3875,2.3875,2.3625,2.40625,2.4125,2.38125,2.3875,2.3875,2.3875,2.35625,2.35625,2.3875,2.38125,2.346875,2.3375,2.396875,2.346875,2.378125,2.390625,2.4,2.371875,2.38125,2.38125,2.38125,2.35625,2.3875,2.353125,2.38125,2.38125,2.371875,2.36875,2.35625,2.378125,2.36875,2.3875,2.396875,2.4,2.371875,2.378125,2.4125,2.38125,2.38125,2.38125,2.378125,2.371875,2.36875,2.3625,2.346875,2.36875,2.390625,2.415625,2.346875,2.396875,2.4,2.371875,2.371875,2.40625,2.371875,2.371875,2.4,2.4,2.3625,2.353125,2.371875,2.34375,2.3625,2.396875,2.415625,2.3875,2.390625,2.396875,2.3625,2.36875,2.4,2.3625,2.3625,2.390625,2.346875,2.371875,2.346875,2.3625,2.40625,2.35625,2.390625,2.40625,2.371875,2.38125,2.3875,2.3875,2.3875,2.3875,2.38125,2.378125,2.3625,2.34375,2.3625,2.3375
0.266,5.05,4.66875,4.825,4.7375,4.6875,4.725,4.74375,4.675,4.675,4.75625,4.75625,4.65625,4.725,4.78125,4.725,4.825,4.8,4.70625,4.75625,4.725,4.75625,4.69375,4.7125,4.7125,4.725,4.725,4.7125,4.70625,4.69375,4.75625,4.7125,4.6375,4.83125,4.75625,4.725,4.6875,4.85,4.725,4.7375,4.74375,4.74375,4.74375,4.7375,4.7375,4.725,4.70625,4.7625,4.725,4.6375,4.8,4.7625,4.78125,4.7375,4.8,4.74375,4.75625,4.75625,4.75625,4.6875,4.6875,4.74375,4.7375,4.70625,4.7625,4.7125,4.74375,4.70625,4.79375,4.74375,4.8125,4.7625,4.7625,4.70625,4.70625,4.7625,4.75625,4.6875,4.74375,4.79375,4.70625,4.74375,4.7625,4.725,4.8,4.8125,4.7625,4.7625,4.775,4.775,4.7125,4.70625,4.7625,4.7625,4.6875,4.7375,4.7125,4.6875,4.775,4.79375,4.86875,4.825,4.825,4.775,4.7125,4.775,4.7125,4.7125,4.7125,4.7625,4.75625,4.675,4.725,4.69375,4.775,4.8,4.8125,4.825,4.775,4.775,4.775,4.7125,4.7125,4.775,4.7125,4.70625,4.7625,4.74375,4.725,4.69375,4.775,4.8,4.8125,4.88125,4.775,4.775,4.775,4.775,4.7125,4.7125,4.7125,4.7625,4.69375,4.74375,4.79375,4.70625,4.775,4.79375,4.8125,4.825,4.7625,4.83125,4.775,4.7125,4.7125,4.775,4.7125,4.70625,4.75625,4.74375,4.65625,4.775,4.775,4.725,4.8125,4.825,4.7625,4.775,4.775,4.775,4.7125,4.7125,4.775,4.7625,4.69375,4.675,4.79375,4.69375,4.75625,4.78125,4.8,4.74375,4.7625,4.7625,4.7625,4.7125,4.775,4.70625,4.7625,4.7625,4.74375,4.7375,4.7125,4.75625,4.7375,4.775,4.79375,4.8,4.74375,4.75625,4.825,4.7625,4.7625,4.7625,4.75625,4.74375,4.7375,4.725,4.69375,4.7375,4.78125,4.83125,4.69375,4.79375,4.8,4.74375,4.74375,4.8125,4.74375,4.74375,4.8,4.8,4.725,4.70625,4.74375,4.6875,4.725,4.79375,4.83125,4.775,4.78125,4.79375,4.725,4.7375,4.8,4.725,4.725,4.78125,4.69375,4.74375,4.69375,4.725,4.8125,4.7125,4.78125,4.8125,4.74375,4.7625,4.775,4.775,4.775,4.775,4.7625,4.75625,4.725,4.6875,4.725,4.675
0.422,6.3125,5.8359375,6.03125,5.95,5.859375,5.90625,5.9296875,5.8640625,5.8640625,5.925,5.9453125,5.8421875,5.90625,5.9765625,5.90625,6.03125,5.9640625,5.8828125,5.9453125,5.90625,5.9453125,5.8875,5.9078125,5.890625,5.90625,5.90625,5.9078125,5.8828125,5.8671875,5.9453125,5.890625,5.796875,6.0046875,5.9453125,5.90625,5.878125,6.0453125,5.9234375,5.9375,5.9296875,5.94375,5.9296875,5.921875,5.921875,5.90625,5.8828125,5.934375,5.90625,5.8234375,5.978125,5.953125,5.9765625,5.9375,5.9859375,5.9296875,5.959375,5.9625,5.9296875,5.859375,5.8734375,5.9296875,5.921875,5.8828125,5.953125,5.890625,5.9109375,5.8828125,5.9921875,5.946875,6.0015625,5.953125,5.96875,5.896875,5.8828125,5.953125,5.9453125,5.859375,5.9296875,5.9921875,5.9,5.9296875,5.934375,5.9234375,6,6.015625,5.953125,5.953125,5.9515625,5.953125,5.90625,5.896875,5.9390625,5.9359375,5.8765625,5.921875,5.890625,5.859375,5.96875,5.9921875,6.071875,6.03125,6.03125,5.96875,5.890625,5.953125,5.90625,5.890625,5.890625,5.953125,5.9453125,5.8609375,5.90625,5.8875,5.96875,5.984375,6.015625,6.03125,5.96875,5.96875,5.96875,5.90625,5.890625,5.953125,5.890625,5.9,5.953125,5.9296875,5.90625,5.8875,5.96875,5.984375,6.015625,6.0875,5.96875,5.96875,5.96875,5.96875,5.890625,5.890625,5.90625,5.9390625,5.8671875,5.9296875,5.978125,5.8828125,5.9515625,5.9921875,6.015625,6.015625,5.953125,6.0390625,5.9828125,5.890625,5.890625,5.96875,5.90625,5.8828125,5.9453125,5.9296875,5.8375,5.93125,5.9859375,5.9234375,5.9984375,6.0140625,5.953125,5.9828125,5.953125,5.96875,5.90625,5.890625,5.9515625,5.953125,5.8828125,5.8609375,5.975,5.8671875,5.9453125,5.9765625,5.984375,5.946875,5.953125,5.953125,5.9390625,5.90625,5.96875,5.8828125,5.953125,5.953125,5.915625,5.921875,5.890625,5.9453125,5.921875,5.96875,5.9921875,6,5.9296875,5.9453125,6.0140625,5.953125,5.953125,5.953125,5.9453125,5.9296875,5.90625,5.90625,5.8875,5.921875,5.95,6.0171875,5.8875,5.975,5.984375,5.9296875,5.946875,5.9984375,5.9296875,5.9296875,5.9859375,5.9671875,5.90625,5.9,5.9296875,5.859375,5.90625,5.9921875,6.0171875,5.96875,5.9765625,5.9921875,5.90625,5.921875,5.984375,5.9234375,5.90625,5.959375,5.8875,5.9296875,5.8453125,5.90625,6.015625,5.890625,5.953125,5.99375,5.9296875,5.953125,5.9484375,5.9484375,5.96875,5.9484375,5.934375,5.9453125,5.90625,5.859375,5.8765625,5.878125
0.546,7.575,7.003125,7.2375,7.1625,7.03125,7.0875,7.115625,7.053125,7.053125,7.09375,7.134375,7.028125,7.0875,7.171875,7.0875,7.2375,7.128125,7.059375,7.134375,7.0875,7.134375,7.08125,7.103125,7.06875,7.0875,7.0875,7.103125,7.059375,7.040625,7.134375,7.06875,6.95625,7.178125,7.134375,7.0875,7.06875,7.240625,7.121875,7.1375,7.115625,7.14375,7.115625,7.10625,7.10625,7.0875,7.059375,7.10625,7.0875,7.009375,7.15625,7.14375,7.171875,7.1375,7.171875,7.115625,7.1625,7.16875,7.103125,7.03125,7.059375,7.115625,7.10625,7.059375,7.14375,7.06875,7.078125,7.059375,7.190625,7.15,7.190625,7.14375,7.175,7.0875,7.059375,7.14375,7.134375,7.03125,7.115625,7.190625,7.09375,7.115625,7.10625,7.121875,7.2,7.21875,7.14375,7.14375,7.128125,7.13125,7.1,7.0875,7.115625,7.109375,7.065625,7.10625,7.06875,7.03125,7.1625,7.190625,7.275,7.2375,7.2375,7.1625,7.06875,7.13125,7.1,7.06875,7.06875,7.14375,7.134375,7.046875,7.0875,7.08125,7.1625,7.16875,7.21875,7.2375,7.1625,7.1625,7.1625,7.1,7.06875,7.13125,7.06875,7.09375,7.14375,7.115625,7.0875,7.08125,7.1625,7.16875,7.21875,7.29375,7.1625,7.1625,7.1625,7.1625,7.06875,7.06875,7.1,7.115625,7.040625,7.115625,7.1625,7.059375,7.128125,7.190625,7.21875,7.20625,7.14375,7.246875,7.190625,7.06875,7.06875,7.1625,7.1,7.059375,7.134375,7.115625,7.01875,7.0875,7.196875,7.121875,7.184375,7.203125,7.14375,7.190625,7.13125,7.1625,7.1,7.06875,7.128125,7.14375,7.071875,7.046875,7.15625,7.040625,7.134375,7.171875,7.16875,7.15,7.14375,7.14375,7.115625,7.1,7.1625,7.059375,7.14375,7.14375,7.0875,7.10625,7.06875,7.134375,7.10625,7.1625,7.190625,7.2,7.115625,7.134375,7.203125,7.14375,7.14375,7.14375,7.134375,7.115625,7.075,7.0875,7.08125,7.10625,7.11875,7.203125,7.08125,7.15625,7.16875,7.115625,7.15,7.184375,7.115625,7.115625,7.171875,7.134375,7.0875,7.09375,7.115625,7.03125,7.0875,7.190625,7.203125,7.1625,7.171875,7.190625,7.0875,7.10625,7.16875,7.121875,7.0875,7.1375,7.08125,7.115625,6.996875,7.0875,7.21875,7.06875,7.125,7.175,7.115625,7.14375,7.121875,7.121875,7.1625,7.121875,7.10625,7.134375,7.0875,7.03125,7.028125,7.08125
0.734,10.1,9.403125,9.65,9.471875,9.375,9.45,9.4875,9.390625,9.43125,9.471875,9.471875,9.35625,9.45,9.515625,9.45,9.65,9.528125,9.4125,9.5125,9.45,9.471875,9.46875,9.49375,9.425,9.45,9.45,9.459375,9.4125,9.428125,9.5125,9.38125,9.328125,9.525,9.5125,9.45,9.45,9.59375,9.484375,9.5375,9.4875,9.515625,9.4875,9.475,9.440625,9.45,9.4125,9.45,9.45,9.38125,9.5125,9.4875,9.5625,9.5375,9.54375,9.4875,9.56875,9.546875,9.45,9.409375,9.43125,9.453125,9.475,9.4125,9.4875,9.425,9.45,9.45,9.5875,9.55625,9.56875,9.525,9.55625,9.46875,9.4125,9.496875,9.5125,9.375,9.4875,9.553125,9.446875,9.44375,9.4875,9.51875,9.6,9.625,9.55625,9.496875,9.515625,9.51875,9.4875,9.440625,9.46875,9.490625,9.409375,9.475,9.459375,9.375,9.55,9.5875,9.68125,9.65,9.61875,9.55,9.45625,9.4875,9.45625,9.425,9.425,9.525,9.48125,9.384375,9.45,9.428125,9.55,9.5375,9.625,9.65,9.55,9.55,9.55,9.45625,9.45625,9.51875,9.425,9.48125,9.525,9.459375,9.45,9.428125,9.55,9.5375,9.625,9.70625,9.55,9.55,9.55,9.51875,9.425,9.45625,9.4875,9.46875,9.421875,9.4875,9.496875,9.446875,9.515625,9.553125,9.625,9.61875,9.525,9.634375,9.60625,9.45625,9.425,9.51875,9.4875,9.4125,9.48125,9.4875,9.38125,9.434375,9.584375,9.51875,9.590625,9.615625,9.525,9.546875,9.51875,9.55,9.45625,9.425,9.515625,9.525,9.41875,9.446875,9.51875,9.3875,9.5125,9.5625,9.5375,9.521875,9.55625,9.525,9.46875,9.4875,9.55,9.4125,9.525,9.525,9.459375,9.475,9.459375,9.471875,9.475,9.55,9.5875,9.56875,9.4875,9.5125,9.58125,9.525,9.525,9.525,9.5125,9.4875,9.475,9.45,9.428125,9.475,9.45625,9.575,9.46875,9.553125,9.5375,9.4875,9.55625,9.55625,9.4875,9.521875,9.54375,9.503125,9.45,9.48125,9.45,9.375,9.509375,9.5375,9.575,9.55,9.5625,9.5875,9.484375,9.50625,9.5375,9.484375,9.484375,9.528125,9.428125,9.4875,9.39375,9.45,9.625,9.490625,9.515625,9.5375,9.4875,9.525,9.509375,9.509375,9.55,9.509375,9.4875,9.5125,9.45,9.375,9.390625,9.4875
0.812,11.3625,10.5703125,10.85625,10.6265625,10.546875,10.63125,10.6734375,10.5796875,10.6,10.640625,10.640625,10.5421875,10.609375,10.6875,10.63125,10.85625,10.6921875,10.5890625,10.7015625,10.63125,10.640625,10.6625,10.671875,10.603125,10.6484375,10.63125,10.621875,10.6078125,10.621875,10.7015625,10.559375,10.5140625,10.7328125,10.7015625,10.63125,10.640625,10.7890625,10.665625,10.721875,10.6875,10.7015625,10.6734375,10.659375,10.625,10.63125,10.5890625,10.640625,10.63125,10.5671875,10.7125,10.678125,10.7578125,10.7375,10.7296875,10.6734375,10.771875,10.753125,10.6234375,10.5984375,10.6171875,10.6390625,10.659375,10.6078125,10.678125,10.603125,10.6578125,10.6625,10.7859375,10.759375,10.771875,10.715625,10.746875,10.659375,10.5890625,10.6734375,10.6859375,10.5640625,10.6734375,10.7171875,10.640625,10.6296875,10.659375,10.7171875,10.8171875,10.8140625,10.746875,10.6875,10.709375,10.696875,10.68125,10.63125,10.6453125,10.6640625,10.6125,10.659375,10.6375,10.546875,10.7625,10.76875,10.884375,10.85625,10.809375,10.74375,10.65,10.68125,10.634375,10.603125,10.61875,10.715625,10.6546875,10.5703125,10.6484375,10.6015625,10.74375,10.7375,10.828125,10.840625,10.74375,10.74375,10.728125,10.634375,10.634375,10.696875,10.603125,10.675,10.715625,10.6453125,10.63125,10.621875,10.74375,10.721875,10.828125,10.9265625,10.74375,10.74375,10.74375,10.696875,10.603125,10.634375,10.68125,10.6453125,10.6125,10.6734375,10.68125,10.6234375,10.709375,10.7515625,10.828125,10.825,10.715625,10.828125,10.8,10.6640625,10.603125,10.696875,10.68125,10.603125,10.6546875,10.6734375,10.5796875,10.6078125,10.778125,10.7171875,10.79375,10.8046875,10.715625,10.740625,10.7125,10.728125,10.65,10.61875,10.6921875,10.715625,10.6078125,10.6328125,10.7,10.5609375,10.7015625,10.740625,10.7375,10.725,10.746875,10.715625,10.6765625,10.68125,10.74375,10.603125,10.715625,10.6984375,10.6453125,10.675,10.6546875,10.640625,10.659375,10.74375,10.7859375,10.76875,10.6734375,10.7015625,10.7703125,10.73125,10.715625,10.715625,10.71875,10.6734375,10.659375,10.63125,10.621875,10.659375,10.6515625,10.7609375,10.6625,10.7515625,10.7375,10.6875,10.7421875,10.7421875,10.690625,10.7078125,10.7296875,10.6875,10.63125,10.6578125,10.6359375,10.5703125,10.690625,10.7359375,10.7609375,10.74375,10.740625,10.76875,10.6828125,10.690625,10.721875,10.6828125,10.6828125,10.7234375,10.621875,10.6734375,10.5671875,10.63125,10.828125,10.66875,10.6875,10.740625,10.6734375,10.696875,10.703125,10.703125,10.74375,10.6828125,10.678125,10.7015625,10.63125,10.5703125,10.571875,10.65625
0.905,12.625,11.7375,12.0625,11.78125,11.71875,11.8125,11.859375,11.76875,11.76875,11.809375,11.809375,11.728125,11.76875,11.859375,11.8125,12.0625,11.85625,11.765625,11.890625,11.8125,11.809375,11.85625,11.85,11.78125,11.846875,11.8125,11.784375,11.803125,11.815625,11.890625,11.7375,11.7,11.940625,11.890625,11.8125,11.83125,11.984375,11.846875,11.90625,11.8875,11.8875,11.859375,11.84375,11.809375,11.8125,11.765625,11.83125,11.8125,11.753125,11.9125,11.86875,11.953125,11.9375,11.915625,11.859375,11.975,11.959375,11.796875,11.7875,11.803125,11.825,11.84375,11.803125,11.86875,11.78125,11.865625,11.875,11.984375,11.9625,11.975,11.90625,11.9375,11.85,11.765625,11.85,11.859375,11.753125,11.859375,11.88125,11.834375,11.815625,11.83125,11.915625,12.034375,12.003125,11.9375,11.878125,11.903125,11.875,11.875,11.821875,11.821875,11.8375,11.815625,11.84375,11.815625,11.71875,11.975,11.95,12.0875,12.0625,12,11.9375,11.84375,11.875,11.8125,11.78125,11.8125,11.90625,11.828125,11.75625,11.846875,11.775,11.9375,11.9375,12.03125,12.03125,11.9375,11.9375,11.90625,11.8125,11.8125,11.875,11.78125,11.86875,11.90625,11.83125,11.8125,11.815625,11.9375,11.90625,12.03125,12.146875,11.9375,11.9375,11.9375,11.875,11.78125,11.8125,11.875,11.821875,11.803125,11.859375,11.865625,11.8,11.903125,11.95,12.03125,12.03125,11.90625,12.021875,11.99375,11.871875,11.78125,11.875,11.875,11.79375,11.828125,11.859375,11.778125,11.78125,11.971875,11.915625,11.996875,11.99375,11.90625,11.934375,11.90625,11.90625,11.84375,11.8125,11.86875,11.90625,11.796875,11.81875,11.88125,11.734375,11.890625,11.91875,11.9375,11.928125,11.9375,11.90625,11.884375,11.875,11.9375,11.79375,11.90625,11.871875,11.83125,11.875,11.85,11.809375,11.84375,11.9375,11.984375,11.96875,11.859375,11.890625,11.959375,11.9375,11.90625,11.90625,11.925,11.859375,11.84375,11.8125,11.815625,11.84375,11.846875,11.946875,11.85625,11.95,11.9375,11.8875,11.928125,11.928125,11.89375,11.89375,11.915625,11.871875,11.8125,11.834375,11.821875,11.765625,11.871875,11.934375,11.946875,11.9375,11.91875,11.95,11.88125,11.875,11.90625,11.88125,11.88125,11.91875,11.815625,11.859375,11.740625,11.8125,12.03125,11.846875,11.859375,11.94375,11.859375,11.86875,11.896875,11.896875,11.9375,11.85625,11.86875,11.890625,11.8125,11.765625,11.753125,11.825
1.046,15.15,14.1046875,14.475,14.1203125,14.0859375,14.175,14.23125,14.146875,14.10625,14.1671875,14.1671875,14.078125,14.109375,14.203125,14.175,14.475,14.2203125,14.11875,14.26875,14.175,14.146875,14.2234375,14.2234375,14.1375,14.2265625,14.175,14.1421875,14.175,14.203125,14.26875,14.071875,14.0453125,14.35625,14.2953125,14.175,14.2125,14.375,14.209375,14.275,14.2875,14.2734375,14.23125,14.2125,14.178125,14.175,14.11875,14.2125,14.175,14.0984375,14.3125,14.25,14.3265625,14.321875,14.3015625,14.23125,14.35,14.3546875,14.159375,14.165625,14.175,14.196875,14.2125,14.175,14.25,14.159375,14.259375,14.2828125,14.38125,14.36875,14.3671875,14.2875,14.334375,14.23125,14.1328125,14.2171875,14.221875,14.1140625,14.23125,14.2265625,14.2046875,14.165625,14.19375,14.3125,14.4515625,14.3953125,14.334375,14.2453125,14.290625,14.246875,14.246875,14.203125,14.1890625,14.2015625,14.2078125,14.2125,14.171875,14.0625,14.3640625,14.3296875,14.49375,14.475,14.38125,14.325,14.215625,14.246875,14.184375,14.1375,14.184375,14.2875,14.190625,14.1109375,14.2265625,14.1421875,14.325,14.321875,14.4375,14.4421875,14.325,14.325,14.278125,14.184375,14.16875,14.23125,14.153125,14.2390625,14.2703125,14.203125,14.175,14.1828125,14.325,14.290625,14.4375,14.5734375,14.325,14.325,14.325,14.246875,14.1375,14.16875,14.2625,14.1890625,14.1671875,14.23125,14.2484375,14.1703125,14.290625,14.346875,14.4375,14.44375,14.2875,14.4234375,14.3953125,14.2578125,14.153125,14.246875,14.246875,14.1609375,14.190625,14.23125,14.1578125,14.1484375,14.3765625,14.3125,14.403125,14.3890625,14.2875,14.321875,14.29375,14.278125,14.215625,14.184375,14.2390625,14.2734375,14.159375,14.190625,14.24375,14.08125,14.26875,14.2921875,14.3375,14.3171875,14.31875,14.2734375,14.26875,14.2625,14.325,14.1609375,14.2875,14.2359375,14.203125,14.259375,14.2234375,14.1671875,14.2125,14.325,14.38125,14.353125,14.23125,14.26875,14.3375,14.3203125,14.2875,14.2875,14.3046875,14.23125,14.228125,14.175,14.1828125,14.2125,14.2375,14.31875,14.24375,14.346875,14.321875,14.2734375,14.3,14.3,14.2828125,14.2515625,14.3015625,14.240625,14.175,14.2046875,14.19375,14.1328125,14.234375,14.33125,14.340625,14.325,14.275,14.3296875,14.2609375,14.259375,14.275,14.278125,14.2609375,14.309375,14.203125,14.2125,14.0875,14.175,14.403125,14.203125,14.2265625,14.35,14.23125,14.23125,14.3015625,14.2640625,14.3046875,14.2234375,14.25,14.26875,14.175,14.15625,14.115625,14.1625
1.124,16.4125,15.3046875,15.68125,15.3046875,15.28125,15.35625,15.4171875,15.3359375,15.275,15.35625,15.35625,15.2421875,15.290625,15.375,15.35625,15.68125,15.4203125,15.2953125,15.4578125,15.35625,15.315625,15.396875,15.41875,15.315625,15.4078125,15.35625,15.3375,15.3515625,15.396875,15.4578125,15.228125,15.2046875,15.5640625,15.5109375,15.35625,15.403125,15.5703125,15.390625,15.459375,15.4875,15.4734375,15.4171875,15.396875,15.3625,15.35625,15.2953125,15.403125,15.35625,15.2578125,15.5125,15.440625,15.5046875,15.50625,15.5015625,15.4171875,15.521875,15.54375,15.3484375,15.3546875,15.3609375,15.3828125,15.396875,15.3515625,15.440625,15.359375,15.4453125,15.478125,15.5796875,15.571875,15.55625,15.478125,15.540625,15.421875,15.3234375,15.4078125,15.4109375,15.2859375,15.4171875,15.4078125,15.38125,15.3296875,15.384375,15.5109375,15.6515625,15.5984375,15.540625,15.421875,15.484375,15.440625,15.425,15.39375,15.3796875,15.3921875,15.396875,15.396875,15.35,15.234375,15.540625,15.528125,15.696875,15.68125,15.571875,15.51875,15.39375,15.425,15.378125,15.315625,15.3625,15.478125,15.3796875,15.2796875,15.4078125,15.3359375,15.51875,15.50625,15.640625,15.6625,15.51875,15.51875,15.471875,15.378125,15.346875,15.409375,15.346875,15.415625,15.44375,15.3890625,15.35625,15.35625,15.51875,15.490625,15.640625,15.7796875,15.51875,15.51875,15.51875,15.440625,15.315625,15.346875,15.45625,15.3796875,15.340625,15.4171875,15.446875,15.3640625,15.484375,15.5453125,15.640625,15.65,15.478125,15.63125,15.603125,15.4359375,15.346875,15.440625,15.425,15.3375,15.3796875,15.4171875,15.3390625,15.3421875,15.5875,15.5109375,15.60625,15.5953125,15.478125,15.515625,15.4875,15.471875,15.39375,15.3625,15.4328125,15.45,15.3328125,15.3765625,15.425,15.2546875,15.4578125,15.4875,15.5375,15.503125,15.509375,15.45,15.4453125,15.45625,15.51875,15.3375,15.478125,15.4265625,15.3890625,15.44375,15.4015625,15.35625,15.396875,15.51875,15.5796875,15.5375,15.4171875,15.4578125,15.5265625,15.496875,15.478125,15.478125,15.478125,15.4171875,15.428125,15.35625,15.35625,15.396875,15.4328125,15.5046875,15.4375,15.5453125,15.50625,15.459375,15.4859375,15.4859375,15.46875,15.4234375,15.5015625,15.425,15.35625,15.3984375,15.3796875,15.3046875,15.415625,15.5296875,15.5484375,15.51875,15.453125,15.528125,15.4421875,15.459375,15.459375,15.4765625,15.4421875,15.5046875,15.396875,15.3796875,15.2609375,15.35625,15.571875,15.38125,15.421875,15.553125,15.4171875,15.421875,15.5125,15.4375,15.478125,15.4171875,15.440625,15.4578125,15.35625,15.3515625,15.296875,15.33125
1.248,18.9375,17.7046875,18.09375,17.6734375,17.671875,17.71875,17.7890625,17.7140625,17.6125,17.734375,17.734375,17.5703125,17.653125,17.71875,17.71875,18.09375,17.8203125,17.6484375,17.8359375,17.71875,17.653125,17.74375,17.809375,17.671875,17.7703125,17.71875,17.728125,17.7046875,17.784375,17.8359375,17.540625,17.5234375,17.9796875,17.9421875,17.71875,17.784375,17.9609375,17.753125,17.828125,17.8875,17.8734375,17.7890625,17.765625,17.73125,17.71875,17.6484375,17.784375,17.71875,17.5765625,17.9125,17.821875,17.8609375,17.875,17.9015625,17.7890625,17.865625,17.921875,17.7265625,17.7328125,17.7328125,17.7546875,17.765625,17.7046875,17.821875,17.759375,17.8171875,17.86875,17.9765625,17.978125,17.934375,17.859375,17.953125,17.803125,17.7046875,17.7890625,17.7890625,17.6296875,17.7890625,17.7703125,17.734375,17.6578125,17.765625,17.9078125,18.0515625,18.0046875,17.953125,17.775,17.871875,17.828125,17.78125,17.775,17.7609375,17.7734375,17.775,17.765625,17.70625,17.578125,17.89375,17.925,18.103125,18.09375,17.953125,17.90625,17.75,17.78125,17.765625,17.671875,17.71875,17.859375,17.7578125,17.6171875,17.7703125,17.7234375,17.90625,17.875,18.046875,18.103125,17.90625,17.90625,17.859375,17.765625,17.703125,17.765625,17.734375,17.76875,17.790625,17.7609375,17.71875,17.703125,17.90625,17.890625,18.046875,18.1921875,17.90625,17.90625,17.90625,17.828125,17.671875,17.703125,17.84375,17.7609375,17.6875,17.7890625,17.84375,17.7515625,17.871875,17.9421875,18.046875,18.0625,17.859375,18.046875,18.01875,17.7921875,17.734375,17.828125,17.78125,17.690625,17.7578125,17.7890625,17.7015625,17.7296875,18.009375,17.9078125,18.0125,18.0078125,17.859375,17.903125,17.875,17.859375,17.75,17.71875,17.8203125,17.803125,17.6796875,17.7484375,17.7875,17.6015625,17.8359375,17.878125,17.9375,17.875,17.890625,17.803125,17.7984375,17.84375,17.90625,17.690625,17.859375,17.8078125,17.7609375,17.8125,17.7578125,17.734375,17.765625,17.90625,17.9765625,17.90625,17.7890625,17.8359375,17.9046875,17.85,17.859375,17.859375,17.825,17.7890625,17.828125,17.71875,17.703125,17.765625,17.8234375,17.8765625,17.825,17.9421875,17.875,17.83125,17.8578125,17.8578125,17.840625,17.7671875,17.9015625,17.79375,17.71875,17.7859375,17.7515625,17.6484375,17.778125,17.9265625,17.9640625,17.90625,17.809375,17.925,17.8046875,17.859375,17.828125,17.8734375,17.8046875,17.8953125,17.784375,17.7140625,17.6078125,17.71875,17.909375,17.7375,17.8125,17.959375,17.7890625,17.803125,17.934375,17.784375,17.825,17.8046875,17.821875,17.8359375,17.71875,17.7421875,17.659375,17.66875
