20170203_p1_light1.csv,190,202,walk,human1
20170203_p1_light1.csv,315,325,walk,human2
20170203_p1_light2.csv,250,266,sitdown,human1
20170203_p1_light2.csv,270,285,sit,human1
20170203_p1_light2.csv,303,335,standup,human1
20170203_p1_light2.csv,340,355,stand,human1
20170203_p1_light2.csv,493,509,sitdown,human2
20170203_p1_light2.csv,515,540,sit,human2
20170203_p1_light2.csv,547,572,standup,human2
20170203_p1_light2.csv,575,587,stand,human2
20170203_p1_light3.csv,179,195,sitdown,human1
20170203_p1_light3.csv,200,220,sit,human1
20170203_p1_light3.csv,233,267,standup,human1
20170203_p1_light3.csv,270,283,stand,human1
20170203_p1_light3.csv,409,430,sitdown,human2
20170203_p1_light3.csv,435,445,sit,human2
20170203_p1_light3.csv,451,472,standup,human2
20170203_p1_light3.csv,473,482,stand,human2
20170203_p1_light4.csv,168,193,falling1,human1
20170203_p1_light4.csv,200,220,lie,human1
20170203_p1_light4.csv,341,358,falling1,human2
20170203_p1_light4.csv,362,377,lie,human2
20170203_p1_light5.csv,228,256,falling2,human1
20170203_p1_light5.csv,265,285,lie,human1
20170203_p1_light5.csv,429,452,falling2,human2
20170203_p1_light5.csv,455,480,lie,human2
20170203_p1_dark1.csv,237,249,walk,human1
20170203_p1_dark1.csv,354,364,walk,human2
20170203_p1_dark2.csv,227,250,sitdown,human1
20170203_p1_dark2.csv,258,277,sit,human1
20170203_p1_dark2.csv,290,302,standup,human1
20170203_p1_dark2.csv,305,328,stand,human1
20170203_p1_dark2.csv,452,474,sitdown,human2
20170203_p1_dark2.csv,480,493,sit,human2
20170203_p1_dark2.csv,495,523,standup,human2
20170203_p1_dark2.csv,525,535,stand,human2
20170203_p1_dark3.csv,173,195,sitdown,human1
20170203_p1_dark3.csv,197,207,sit,human1
20170203_p1_dark3.csv,208,232,standup,human1
20170203_p1_dark3.csv,233,243,stand,human1
20170203_p1_dark3.csv,366,383,sitdown,human2
20170203_p1_dark3.csv,385,400,sit,human2
20170203_p1_dark3.csv,402,436,standup,human2
20170203_p1_dark3.csv,437,447,stand,human2
20170203_p1_dark4.csv,167,193,falling1,human1
20170203_p1_dark4.csv,195,211,lie,human1
20170203_p1_dark4.csv,305,325,falling1,human2
20170203_p1_dark4.csv,330,350,lie,human2
20170203_p1_dark5.csv,210,239,falling2,human1
20170203_p1_dark5.csv,245,260,lie,human1
20170203_p1_dark5.csv,443,462,falling2,human2
20170203_p1_dark5.csv,465,490,lie,human2
20170203_p2_light1.csv,155,170,walk,human1
20170203_p2_light1.csv,256,267,walk,human2
20170203_p2_light2.csv,170,192,sitdown,human1
20170203_p2_light2.csv,195,215,sit,human1
20170203_p2_light2.csv,222,256,standup,human1
20170203_p2_light2.csv,258,270,stand,human1
20170203_p2_light2.csv,415,433,sitdown,human2
20170203_p2_light2.csv,435,453,sit,human2
20170203_p2_light2.csv,455,486,standup,human2
20170203_p2_light2.csv,488,513,stand,human2
20170203_p2_light3.csv,132,153,sitdown,human1
20170203_p2_light3.csv,154,164,sit,human1
20170203_p2_light3.csv,165,191,standup,human1
20170203_p2_light3.csv,192,199,stand,human1
20170203_p2_light3.csv,317,339,sitdown,human2
20170203_p2_light3.csv,340,360,sit,human2
20170203_p2_light3.csv,365,386,standup,human2
20170203_p2_light3.csv,388,409,stand,human2
20170203_p2_light4.csv,138,160,falling1,human1
20170203_p2_light4.csv,161,181,lie,human1
20170203_p2_light4.csv,305,326,falling1,human2
20170203_p2_light4.csv,331,344,lie,human2
20170203_p2_light5.csv,179,204,falling2,human1
20170203_p2_light5.csv,214,236,lie,human1
20170203_p2_light5.csv,369,394,falling2,human2
20170203_p2_light5.csv,400,425,lie,human2
20170203_p2_dark1.csv,166,182,walk,human1
20170203_p2_dark1.csv,263,277,walk,human2
20170203_p2_dark2.csv,171,197,sitdown,human1
20170203_p2_dark2.csv,200,219,sit,human1
20170203_p2_dark2.csv,224,250,standup,human1
20170203_p2_dark2.csv,251,271,stand,human1
20170203_p2_dark2.csv,376,400,sitdown,human2
20170203_p2_dark2.csv,402,417,sit,human2
20170203_p2_dark2.csv,422,452,standup,human2
20170203_p2_dark2.csv,453,463,stand,human2
20170203_p2_dark3.csv,160,191,sitdown,human1
20170203_p2_dark3.csv,192,216,sit,human1
20170203_p2_dark3.csv,221,254,standup,human1
20170203_p2_dark3.csv,256,278,stand,human1
20170203_p2_dark3.csv,391,416,sitdown,human2
20170203_p2_dark3.csv,420,440,sit,human2
20170203_p2_dark3.csv,457,493,standup,human2
20170203_p2_dark3.csv,495,513,stand,human2
20170203_p2_dark4.csv,147,174,falling1,human1
20170203_p2_dark4.csv,180,200,lie,human1
20170203_p2_dark4.csv,320,348,falling1,human2
20170203_p2_dark4.csv,350,367,lie,human2
20170203_p2_dark5.csv,140,162,falling2,human1
20170203_p2_dark5.csv,165,190,lie,human1
20170203_p2_dark5.csv,346,372,falling2,human2
20170203_p2_dark5.csv,380,400,lie,human2
20170203_p3_light1.csv,175,191,walk,human1
20170203_p3_light1.csv,272,287,walk,human2
20170203_p3_light2.csv,148,176,sitdown,human1
20170203_p3_light2.csv,180,200,sit,human1
20170203_p3_light2.csv,208,232,standup,human1
20170203_p3_light2.csv,233,243,stand,human1
20170203_p3_light2.csv,349,373,sitdown,human2
20170203_p3_light2.csv,375,392,sit,human2
20170203_p3_light2.csv,397,426,standup,human2
20170203_p3_light2.csv,430,456,stand,human2
20170203_p3_light3.csv,118,142,sitdown,human1
20170203_p3_light3.csv,150,163,sit,human1
20170203_p3_light3.csv,166,184,standup,human1
20170203_p3_light3.csv,186,208,stand,human1
20170203_p3_light3.csv,315,347,sitdown,human2
20170203_p3_light3.csv,349,371,sit,human2
20170203_p3_light3.csv,377,403,standup,human2
20170203_p3_light3.csv,407,421,stand,human2
20170203_p3_light4.csv,149,170,falling1,human1
20170203_p3_light4.csv,175,198,lie,human1
20170203_p3_light4.csv,330,350,falling1,human2
20170203_p3_light4.csv,355,375,lie,human2
20170203_p3_light5.csv,170,194,falling2,human1
20170203_p3_light5.csv,200,222,lie,human1
20170203_p3_light5.csv,380,411,falling2,human2
20170203_p3_light5.csv,419,439,lie,human2
20170203_p3_dark1.csv,142,161,walk,human1
20170203_p3_dark1.csv,238,251,walk,human2
20170203_p3_dark2.csv,156,179,sitdown,human1
20170203_p3_dark2.csv,181,203,sit,human1
20170203_p3_dark2.csv,211,238,standup,human1
20170203_p3_dark2.csv,240,259,stand,human1
20170203_p3_dark2.csv,361,382,sitdown,human2
20170203_p3_dark2.csv,385,408,sit,human2
20170203_p3_dark2.csv,415,440,standup,human2
20170203_p3_dark2.csv,442,457,stand,human2
20170203_p3_dark3.csv,129,150,sitdown,human1
20170203_p3_dark3.csv,155,178,sit,human1
20170203_p3_dark3.csv,181,221,standup,human1
20170203_p3_dark3.csv,222,233,stand,human1
20170203_p3_dark3.csv,307,339,sitdown,human2
20170203_p3_dark3.csv,342,354,sit,human2
20170203_p3_dark3.csv,355,382,standup,human2
20170203_p3_dark3.csv,385,403,stand,human2
20170203_p3_dark4.csv,146,184,falling1,human1
20170203_p3_dark4.csv,187,204,lie,human1
20170203_p3_dark4.csv,328,352,falling1,human2
20170203_p3_dark4.csv,355,375,lie,human2
20170203_p3_dark5.csv,177,203,falling2,human1
20170203_p3_dark5.csv,205,235,lie,human1
20170203_p3_dark5.csv,407,433,falling2,human2
20170203_p3_dark5.csv,437,455,lie,human2
20170203_p4_light1.csv,123,136,walk,human1
20170203_p4_light1.csv,200,216,walk,human2
20170203_p4_light2.csv,122,136,sitdown,human1
20170203_p4_light2.csv,138,168,sit,human1
20170203_p4_light2.csv,173,193,standup,human1
20170203_p4_light2.csv,195,225,stand,human1
20170203_p4_light2.csv,325,343,sitdown,human2
20170203_p4_light2.csv,345,370,sit,human2
20170203_p4_light2.csv,375,400,standup,human2
20170203_p4_light2.csv,401,413,stand,human2
20170203_p4_light3.csv,106,124,sitdown,human1
20170203_p4_light3.csv,125,150,sit,human1
20170203_p4_light3.csv,155,172,standup,human1
20170203_p4_light3.csv,175,193,stand,human1
20170203_p4_light3.csv,293,314,sitdown,human2
20170203_p4_light3.csv,315,328,sit,human2
20170203_p4_light3.csv,334,360,standup,human2
20170203_p4_light3.csv,361,380,stand,human2
20170203_p4_light4.csv,109,126,falling1,human1
20170203_p4_light4.csv,128,151,lie,human1
20170203_p4_light4.csv,290,315,falling1,human2
20170203_p4_light4.csv,320,340,lie,human2
20170203_p4_light5.csv,137,170,falling2,human1
20170203_p4_light5.csv,175,195,lie,human1
20170203_p4_light5.csv,340,365,falling2,human2
20170203_p4_light5.csv,370,395,lie,human2
20170203_p4_dark1.csv,140,158,walk,human1
20170203_p4_dark1.csv,226,244,walk,human2
20170203_p4_dark2.csv,144,160,sitdown,human1
20170203_p4_dark2.csv,165,184,sit,human1
20170203_p4_dark2.csv,189,215,standup,human1
20170203_p4_dark2.csv,216,228,stand,human1
20170203_p4_dark2.csv,344,372,sitdown,human2
20170203_p4_dark2.csv,373,384,sit,human2
20170203_p4_dark2.csv,389,419,standup,human2
20170203_p4_dark2.csv,420,430,stand,human2
20170203_p4_dark3.csv,138,160,sitdown,human1
20170203_p4_dark3.csv,162,184,sit,human1
20170203_p4_dark3.csv,185,206,standup,human1
20170203_p4_dark3.csv,207,226,stand,human1
20170203_p4_dark3.csv,327,344,sitdown,human2
20170203_p4_dark3.csv,346,366,sit,human2
20170203_p4_dark3.csv,369,394,standup,human2
20170203_p4_dark3.csv,395,414,stand,human2
20170203_p4_dark4.csv,98,119,falling1,human1
20170203_p4_dark4.csv,120,132,lie,human1
20170203_p4_dark4.csv,237,255,falling1,human2
20170203_p4_dark4.csv,260,280,lie,human2
20170203_p4_dark5.csv,152,182,falling2,human1
20170203_p4_dark5.csv,185,203,lie,human1
20170203_p4_dark5.csv,379,409,falling2,human2
20170203_p4_dark5.csv,415,430,lie,human2
20170203_p5_light1.csv,158,173,walk,human1
20170203_p5_light1.csv,248,265,walk,human2
20170203_p5_light2.csv,137,156,sitdown,human1
20170203_p5_light2.csv,158,187,sit,human1
20170203_p5_light2.csv,191,218,standup,human1
20170203_p5_light2.csv,219,229,stand,human1
20170203_p5_light2.csv,364,385,sitdown,human2
