2017/02/10 16:19:48
Time (sec),PTAT,P000,P001,P002,P003,P004,P005,P006,P007,P008,P009,P010,P011,P012,P013,P014,P015,P016,P017,P018,P019,P020,P021,P022,P023,P024,P025,P026,P027,P028,P029,P030,P031,P032,P033,P034,P035,P036,P037,P038,P039,P040,P041,P042,P043,P044,P045,P046,P047,P048,P049,P050,P051,P052,P053,P054,P055,P056,P057,P058,P059,P060,P061,P062,P063,P064,P065,P066,P067,P068,P069,P070,P071,P072,P073,P074,P075,P076,P077,P078,P079,P080,P081,P082,P083,P084,P085,P086,P087,P088,P089,P090,P091,P092,P093,P094,P095,P096,P097,P098,P099,P100,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P119,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150,P151,P152,P153,P154,P155,P156,P157,P158,P159,P160,P161,P162,P163,P164,P165,P166,P167,P168,P169,P170,P171,P172,P173,P174,P175,P176,P177,P178,P179,P180,P181,P182,P183,P184,P185,P186,P187,P188,P189,P190,P191,P192,P193,P194,P195,P196,P197,P198,P199,P200,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P218,P219,P220,P221,P222,P223,P224,P225,P226,P227,P228,P229,P230,P231,P232,P233,P234,P235,P236,P237,P238,P239,P240,P241,P242,P243,P244,P245,P246,P247,P248,P249,P250,P251,P252,P253,P254,P255
0.141,2.609375,2.49375,2.440625,2.459375,2.434375,2.45625,2.465625,2.43125,2.43125,2.46875,2.46875,2.465625,2.4125,2.434375,2.5125,2.503125,2.49375,2.38125,2.46875,2.5,2.46875,2.440625,2.45,2.45,2.45625,2.4875,2.45,2.4125,2.440625,2.46875,2.45,2.465625,2.440625,2.46875,2.45625,2.475,2.44375,2.45625,2.459375,2.465625,2.465625,2.43125,2.459375,2.459375,2.4875,2.484375,2.434375,2.4125,2.465625,2.49375,2.475,2.45,2.459375,2.465625,2.465625,2.46875,2.440625,2.440625,2.46875,2.465625,2.465625,2.459375,2.44375,2.475,2.45,2.465625,2.44375,2.4875,2.5,2.46875,2.475,2.475,2.475,2.475,2.44375,2.46875,2.434375,2.465625,2.4875,2.478125,2.421875,2.475,2.4875,2.49375,2.46875,2.440625,2.44375,2.478125,2.478125,2.45,2.44375,2.475,2.475,2.46875,2.459375,2.45,2.475,2.478125,2.45625,2.465625,2.503125,2.475,2.478125,2.478125,2.45,2.478125,2.478125,2.478125,2.44375,2.440625,2.465625,2.45625,2.478125,2.44375,2.49375,2.5,2.503125,2.44375,2.45,2.478125,2.478125,2.478125,2.45,2.45,2.44375,2.475,2.465625,2.45625,2.478125,2.478125,2.49375,2.46875,2.475,2.478125,2.478125,2.478125,2.45,2.45,2.478125,2.478125,2.475,2.440625,2.465625,2.4875,2.44375,2.478125,2.45625,2.465625,2.503125,2.50625,2.478125,2.478125,2.45,2.478125,2.50625,2.478125,2.44375,2.46875,2.5,2.4875,2.478125,2.478125,2.45625,2.5,2.503125,2.503125,2.478125,2.478125,2.478125,2.478125,2.478125,2.478125,2.475,2.46875,2.465625,2.45625,2.440625,2.46875,2.484375,2.49375,2.5,2.475,2.475,2.50625,2.478125,2.478125,2.44375,2.475,2.475,2.465625,2.425,2.45,2.46875,2.459375,2.478125,2.45625,2.459375,2.465625,2.46875,2.46875,2.475,2.475,2.503125,2.46875,2.465625,2.459375,2.45625,2.478125,2.459375,2.484375,2.465625,2.478125,2.4875,2.459375,2.465625,2.5,2.465625,2.5,2.465625,2.465625,2.459375,2.4875,2.478125,2.465625,2.434375,2.45625,2.4875,2.50625,2.478125,2.484375,2.45625,2.4875,2.49375,2.459375,2.45625,2.45625,2.484375,2.440625,2.465625,2.396875,2.45625,2.43125,2.45,2.434375,2.45625,2.465625,2.475,2.440625,2.478125,2.478125,2.478125,2.475,2.46875,2.45625,2.484375,2.45625,2.5
0.281,5.21875,4.9875,4.88125,4.91875,4.86875,4.9125,4.93125,4.8625,4.8625,4.9375,4.9375,4.93125,4.825,4.86875,5.025,5.00625,4.9875,4.7625,4.9375,5,4.9375,4.88125,4.9,4.9,4.9125,4.975,4.9,4.825,4.88125,4.9375,4.9,4.93125,4.88125,4.9375,4.9125,4.95,4.8875,4.9125,4.91875,4.93125,4.93125,4.8625,4.91875,4.91875,4.975,4.96875,4.86875,4.825,4.93125,4.9875,4.95,4.9,4.91875,4.93125,4.93125,4.9375,4.88125,4.88125,4.9375,4.93125,4.93125,4.91875,4.8875,4.95,4.9,4.93125,4.8875,4.975,5,4.9375,4.95,4.95,4.95,4.95,4.8875,4.9375,4.86875,4.93125,4.975,4.95625,4.84375,4.95,4.975,4.9875,4.9375,4.88125,4.8875,4.95625,4.95625,4.9,4.8875,4.95,4.95,4.9375,4.91875,4.9,4.95,4.95625,4.9125,4.93125,5.00625,4.95,4.95625,4.95625,4.9,4.95625,4.95625,4.95625,4.8875,4.88125,4.93125,4.9125,4.95625,4.8875,4.9875,5,5.00625,4.8875,4.9,4.95625,4.95625,4.95625,4.9,4.9,4.8875,4.95,4.93125,4.9125,4.95625,4.95625,4.9875,4.9375,4.95,4.95625,4.95625,4.95625,4.9,4.9,4.95625,4.95625,4.95,4.88125,4.93125,4.975,4.8875,4.95625,4.9125,4.93125,5.00625,5.0125,4.95625,4.95625,4.9,4.95625,5.0125,4.95625,4.8875,4.9375,5,4.975,4.95625,4.95625,4.9125,5,5.00625,5.00625,4.95625,4.95625,4.95625,4.95625,4.95625,4.95625,4.95,4.9375,4.93125,4.9125,4.88125,4.9375,4.96875,4.9875,5,4.95,4.95,5.0125,4.95625,4.95625,4.8875,4.95,4.95,4.93125,4.85,4.9,4.9375,4.91875,4.95625,4.9125,4.91875,4.93125,4.9375,4.9375,4.95,4.95,5.00625,4.9375,4.93125,4.91875,4.9125,4.95625,4.91875,4.96875,4.93125,4.95625,4.975,4.91875,4.93125,5,4.93125,5,4.93125,4.93125,4.91875,4.975,4.95625,4.93125,4.86875,4.9125,4.975,5.0125,4.95625,4.96875,4.9125,4.975,4.9875,4.91875,4.9125,4.9125,4.96875,4.88125,4.93125,4.79375,4.9125,4.8625,4.9,4.86875,4.9125,4.93125,4.95,4.88125,4.95625,4.95625,4.95625,4.95,4.9375,4.9125,4.96875,4.9125,5
0.499,7.828125,7.4125,7.384375,7.434375,7.353125,7.36875,7.396875,7.33125,7.33125,7.40625,7.36875,7.396875,7.325,7.353125,7.48125,7.440625,7.48125,7.20625,7.40625,7.45625,7.36875,7.359375,7.384375,7.384375,7.4,7.43125,7.384375,7.26875,7.359375,7.40625,7.35,7.34375,7.321875,7.40625,7.4125,7.384375,7.33125,7.4,7.4125,7.396875,7.396875,7.328125,7.378125,7.378125,7.4625,7.4125,7.303125,7.28125,7.396875,7.48125,7.425,7.35,7.378125,7.396875,7.396875,7.40625,7.35,7.35,7.371875,7.396875,7.425,7.378125,7.33125,7.384375,7.35,7.4375,7.371875,7.4625,7.465625,7.40625,7.425,7.425,7.425,7.425,7.3625,7.40625,7.3375,7.396875,7.396875,7.4,7.309375,7.425,7.43125,7.48125,7.40625,7.35625,7.3625,7.434375,7.40625,7.35,7.3625,7.425,7.425,7.40625,7.378125,7.35,7.425,7.434375,7.36875,7.396875,7.509375,7.425,7.4625,7.434375,7.378125,7.40625,7.40625,7.434375,7.3625,7.35,7.396875,7.36875,7.434375,7.365625,7.48125,7.465625,7.48125,7.365625,7.378125,7.434375,7.40625,7.40625,7.378125,7.378125,7.33125,7.390625,7.365625,7.36875,7.434375,7.434375,7.48125,7.4375,7.425,7.4625,7.434375,7.40625,7.35,7.35,7.434375,7.434375,7.425,7.35625,7.396875,7.434375,7.33125,7.434375,7.4,7.43125,7.509375,7.51875,7.434375,7.434375,7.35,7.40625,7.490625,7.434375,7.3625,7.378125,7.434375,7.43125,7.434375,7.434375,7.36875,7.465625,7.509375,7.509375,7.4625,7.4625,7.434375,7.434375,7.40625,7.434375,7.425,7.40625,7.396875,7.36875,7.35625,7.44375,7.453125,7.446875,7.5,7.453125,7.453125,7.4875,7.434375,7.434375,7.3625,7.425,7.425,7.396875,7.309375,7.384375,7.40625,7.378125,7.434375,7.36875,7.378125,7.396875,7.440625,7.40625,7.425,7.425,7.48125,7.40625,7.396875,7.378125,7.36875,7.434375,7.378125,7.4,7.396875,7.434375,7.4625,7.4125,7.425,7.465625,7.396875,7.465625,7.43125,7.396875,7.378125,7.43125,7.4,7.396875,7.353125,7.36875,7.415625,7.51875,7.46875,7.484375,7.36875,7.43125,7.446875,7.378125,7.4,7.4,7.453125,7.321875,7.396875,7.234375,7.36875,7.3625,7.35,7.353125,7.4125,7.396875,7.384375,7.321875,7.434375,7.434375,7.434375,7.425,7.40625,7.36875,7.453125,7.36875,7.43125
0.687,10.4375,9.8375,9.825,9.89375,9.7875,9.825,9.821875,9.7625,9.8,9.875,9.8,9.8625,9.78125,9.8375,9.9375,9.875,9.975,9.7125,9.875,9.9125,9.8,9.8,9.86875,9.834375,9.85625,9.8875,9.86875,9.753125,9.8375,9.8375,9.8,9.809375,9.828125,9.875,9.86875,9.859375,9.815625,9.85625,9.871875,9.8625,9.8625,9.821875,9.8375,9.803125,9.95,9.896875,9.778125,9.69375,9.8625,9.975,9.9,9.834375,9.8375,9.890625,9.8625,9.875,9.81875,9.81875,9.840625,9.8625,9.890625,9.8375,9.775,9.859375,9.8,9.903125,9.815625,9.95,9.965625,9.875,9.9,9.9,9.9,9.9,9.80625,9.846875,9.80625,9.8625,9.853125,9.84375,9.775,9.9375,9.91875,9.975,9.875,9.83125,9.865625,9.9125,9.884375,9.828125,9.8375,9.9,9.9,9.875,9.803125,9.834375,9.9,9.9125,9.825,9.8625,10.0125,9.928125,9.940625,9.9125,9.85625,9.884375,9.884375,9.884375,9.80625,9.81875,9.8625,9.85625,9.875,9.809375,9.975,9.965625,9.984375,9.84375,9.85625,9.9125,9.85625,9.85625,9.828125,9.828125,9.775,9.83125,9.8,9.825,9.9125,9.9125,9.940625,9.9375,9.9,9.96875,9.9125,9.884375,9.8,9.8,9.884375,9.9125,9.86875,9.796875,9.8625,9.89375,9.809375,9.9125,9.85625,9.93125,10.040625,9.99375,9.884375,9.884375,9.828125,9.85625,9.940625,9.884375,9.8375,9.846875,9.9,9.8875,9.9125,9.9125,9.825,9.93125,9.978125,10.0125,9.940625,9.940625,9.9125,9.9125,9.884375,9.9125,9.86875,9.875,9.8625,9.85625,9.796875,9.9125,9.9375,9.940625,9.965625,9.928125,9.95625,9.9625,9.940625,9.9125,9.80625,9.9,9.9,9.896875,9.76875,9.834375,9.875,9.88125,9.9125,9.825,9.871875,9.8625,9.94375,9.875,9.9,9.9,9.95625,9.909375,9.8625,9.8375,9.825,9.9125,9.88125,9.884375,9.8625,9.9125,9.95,9.90625,9.890625,9.93125,9.8625,9.93125,9.93125,9.8625,9.8375,9.8875,9.878125,9.8625,9.7875,9.825,9.903125,10.025,9.946875,9.934375,9.825,9.91875,9.940625,9.8375,9.8875,9.8875,9.9375,9.7625,9.821875,9.675,9.825,9.8625,9.8,9.8375,9.9125,9.8625,9.859375,9.8,9.9125,9.9125,9.9125,9.9,9.83125,9.825,9.8875,9.825,9.8625
0.796,13.046875,12.296875,12.265625,12.3234375,12.246875,12.28125,12.2671875,12.2125,12.25,12.34375,12.25,12.328125,12.2375,12.296875,12.39375,12.34375,12.46875,12.1875,12.34375,12.390625,12.25,12.240625,12.3359375,12.284375,12.3125,12.359375,12.3359375,12.2171875,12.315625,12.2875,12.271875,12.2484375,12.3015625,12.3171875,12.325,12.334375,12.2796875,12.3125,12.3484375,12.328125,12.328125,12.3015625,12.296875,12.2453125,12.421875,12.3609375,12.2328125,12.128125,12.328125,12.446875,12.375,12.3015625,12.3140625,12.384375,12.328125,12.34375,12.2875,12.2875,12.309375,12.328125,12.35625,12.296875,12.2390625,12.334375,12.25,12.36875,12.2796875,12.4375,12.4484375,12.3296875,12.375,12.375,12.375,12.359375,12.25,12.3015625,12.275,12.328125,12.309375,12.2875,12.259375,12.43125,12.390625,12.46875,12.359375,12.30625,12.3546875,12.390625,12.3484375,12.30625,12.3125,12.359375,12.3578125,12.34375,12.2453125,12.3015625,12.375,12.390625,12.28125,12.3453125,12.515625,12.4171875,12.41875,12.390625,12.334375,12.3625,12.3484375,12.334375,12.265625,12.2875,12.328125,12.328125,12.315625,12.2703125,12.46875,12.4484375,12.4875,12.321875,12.334375,12.3765625,12.30625,12.30625,12.2921875,12.2921875,12.2359375,12.271875,12.25,12.28125,12.371875,12.3734375,12.4,12.4375,12.403125,12.4609375,12.390625,12.3484375,12.2640625,12.25,12.334375,12.3765625,12.328125,12.2546875,12.328125,12.353125,12.2703125,12.390625,12.328125,12.43125,12.54375,12.46875,12.3484375,12.3484375,12.30625,12.30625,12.390625,12.3484375,12.3265625,12.315625,12.365625,12.34375,12.390625,12.4078125,12.296875,12.4140625,12.446875,12.5015625,12.4328125,12.4328125,12.390625,12.3765625,12.3625,12.390625,12.328125,12.34375,12.328125,12.34375,12.2546875,12.38125,12.4046875,12.434375,12.4484375,12.4171875,12.4453125,12.4375,12.4328125,12.390625,12.265625,12.359375,12.375,12.3796875,12.228125,12.284375,12.325,12.3625,12.390625,12.296875,12.365625,12.328125,12.4296875,12.3609375,12.375,12.375,12.43125,12.3953125,12.328125,12.296875,12.28125,12.371875,12.3625,12.3921875,12.328125,12.390625,12.4375,12.4,12.3703125,12.396875,12.328125,12.4140625,12.4140625,12.328125,12.296875,12.34375,12.35625,12.328125,12.221875,12.28125,12.390625,12.53125,12.4421875,12.4015625,12.296875,12.390625,12.434375,12.3140625,12.375,12.359375,12.421875,12.221875,12.2671875,12.1390625,12.28125,12.3625,12.28125,12.3453125,12.390625,12.328125,12.334375,12.278125,12.390625,12.390625,12.390625,12.375,12.278125,12.28125,12.321875,12.28125,12.328125
0.936,15.65625,14.790625,14.70625,14.7234375,14.73125,14.7375,14.7328125,14.68125,14.68125,14.8125,14.71875,14.79375,14.69375,14.73125,14.85,14.846875,14.9625,14.63125,14.8125,14.890625,14.71875,14.68125,14.7859375,14.734375,14.76875,14.846875,14.7859375,14.6609375,14.79375,14.75625,14.765625,14.6609375,14.7421875,14.7328125,14.78125,14.809375,14.7234375,14.76875,14.8421875,14.79375,14.79375,14.7671875,14.75625,14.7046875,14.878125,14.8046875,14.6671875,14.584375,14.79375,14.896875,14.85,14.7515625,14.8078125,14.878125,14.79375,14.8125,14.75625,14.75625,14.778125,14.79375,14.821875,14.75625,14.7234375,14.809375,14.7,14.834375,14.7640625,14.925,14.9140625,14.7703125,14.85,14.85,14.85,14.803125,14.69375,14.7703125,14.74375,14.79375,14.765625,14.73125,14.7625,14.90625,14.846875,14.9625,14.859375,14.78125,14.8296875,14.86875,14.7984375,14.784375,14.7875,14.803125,14.7984375,14.8125,14.7046875,14.7515625,14.85,14.86875,14.7375,14.8453125,15.01875,14.8921875,14.896875,14.86875,14.8125,14.840625,14.7984375,14.784375,14.740625,14.75625,14.79375,14.784375,14.75625,14.7484375,14.9625,14.9140625,14.990625,14.8,14.8125,14.8265625,14.75625,14.75625,14.7703125,14.7703125,14.7140625,14.7125,14.715625,14.7375,14.8125,14.8171875,14.859375,14.9375,14.934375,14.9390625,14.86875,14.7984375,14.7421875,14.7,14.784375,14.8265625,14.803125,14.7296875,14.79375,14.8125,14.7140625,14.86875,14.815625,14.93125,15.01875,14.94375,14.8265625,14.8265625,14.784375,14.75625,14.840625,14.8265625,14.8296875,14.784375,14.83125,14.8,14.86875,14.9203125,14.784375,14.9140625,14.915625,14.9765625,14.9390625,14.9390625,14.86875,14.8265625,14.840625,14.86875,14.803125,14.8125,14.79375,14.83125,14.7296875,14.85,14.8546875,14.928125,14.9484375,14.9203125,14.9203125,14.9125,14.9109375,14.86875,14.740625,14.803125,14.85,14.8453125,14.6875,14.734375,14.75625,14.821875,14.86875,14.784375,14.859375,14.79375,14.8984375,14.8640625,14.85,14.85,14.90625,14.8640625,14.79375,14.75625,14.7375,14.8125,14.821875,14.9234375,14.79375,14.86875,14.925,14.89375,14.8640625,14.8625,14.79375,14.9140625,14.8796875,14.79375,14.75625,14.8,14.834375,14.79375,14.65625,14.7375,14.878125,15.0375,14.9546875,14.8859375,14.784375,14.846875,14.928125,14.8078125,14.8625,14.815625,14.90625,14.7,14.7328125,14.6265625,14.7375,14.8625,14.79375,14.8765625,14.846875,14.79375,14.809375,14.75625,14.86875,14.86875,14.86875,14.85,14.746875,14.7375,14.75625,14.7375,14.828125
1.03,16.9609375,16.0375,15.9265625,15.9234375,15.9734375,15.965625,15.965625,15.915625,15.896875,16.046875,15.953125,16.0265625,15.921875,15.9484375,16.078125,16.0984375,16.209375,15.853125,16.046875,16.140625,15.953125,15.9015625,16.0109375,15.959375,15.996875,16.090625,16.0109375,15.8828125,16.0328125,15.990625,16.0125,15.8671875,15.9625,15.940625,16.009375,16.046875,15.9453125,15.996875,16.0890625,16.0265625,16.0265625,16,15.9859375,15.934375,16.10625,16.0265625,15.884375,15.8125,16.0265625,16.121875,16.0875,15.9765625,16.0546875,16.125,16.0265625,16.046875,15.990625,15.990625,16.0125,16.0265625,16.0546875,15.9859375,15.965625,16.046875,15.925,16.0671875,16.00625,16.16875,16.146875,15.990625,16.0875,16.0875,16.0875,16.025,15.915625,16.0046875,15.978125,16.0265625,15.99375,15.953125,16.0140625,16.14375,16.075,16.209375,16.109375,16.01875,16.0671875,16.1078125,16.0234375,16.0234375,16.025,16.025,16.01875,16.046875,15.934375,15.9765625,16.0875,16.1078125,15.965625,16.0953125,16.2703125,16.1296875,16.1359375,16.1078125,16.0515625,16.0796875,16.0234375,16.009375,15.978125,15.990625,16.0265625,16.0125,15.9765625,15.9875,16.209375,16.146875,16.2421875,16.0390625,16.0515625,16.0515625,15.98125,15.98125,16.009375,16.009375,15.953125,15.9328125,15.9484375,15.965625,16.0328125,16.0390625,16.0890625,16.1875,16.2,16.178125,16.1078125,16.0234375,15.98125,15.925,16.009375,16.0515625,16.040625,15.9671875,16.0265625,16.0421875,15.9359375,16.1078125,16.059375,16.18125,16.25625,16.18125,16.065625,16.065625,16.0234375,15.98125,16.065625,16.065625,16.08125,16.01875,16.0640625,16.028125,16.1078125,16.1765625,16.028125,16.1640625,16.15,16.2140625,16.1921875,16.1921875,16.1078125,16.0515625,16.0796875,16.1078125,16.040625,16.046875,16.0265625,16.075,15.9671875,16.084375,16.0796875,16.175,16.1984375,16.171875,16.1578125,16.15,16.15,16.1078125,15.978125,16.025,16.0875,16.078125,15.9171875,15.959375,15.971875,16.0515625,16.1078125,16.028125,16.10625,16.0265625,16.1328125,16.115625,16.0875,16.0875,16.14375,16.0984375,16.0265625,15.9859375,15.965625,16.0328125,16.0515625,16.1890625,16.0265625,16.1078125,16.16875,16.140625,16.1109375,16.0953125,16.0265625,16.1640625,16.1125,16.0265625,15.9859375,16.028125,16.0734375,16.0265625,15.8734375,15.965625,16.121875,16.290625,16.2109375,16.128125,16.028125,16.075,16.175,16.0546875,16.10625,16.04375,16.1484375,15.9390625,15.965625,15.8703125,15.965625,16.1125,16.05,16.1421875,16.075,16.0265625,16.046875,15.9953125,16.1078125,16.1078125,16.1078125,16.0875,15.98125,15.965625,15.9734375,15.965625,16.078125
1.155,19.5703125,18.4625,18.3671875,18.3828125,18.3640625,18.378125,18.43125,18.384375,18.328125,18.515625,18.421875,18.4921875,18.378125,18.3828125,18.534375,18.5328125,18.63125,18.296875,18.515625,18.596875,18.421875,18.3421875,18.4234375,18.409375,18.484375,18.578125,18.4609375,18.3265625,18.4734375,18.421875,18.4625,18.2796875,18.403125,18.35625,18.509375,18.521875,18.3890625,18.453125,18.5484375,18.4921875,18.4921875,18.465625,18.4453125,18.39375,18.5625,18.4703125,18.31875,18.26875,18.4921875,18.615625,18.521875,18.4265625,18.5140625,18.590625,18.4921875,18.515625,18.43125,18.459375,18.48125,18.4921875,18.5203125,18.4453125,18.45,18.521875,18.375,18.4921875,18.490625,18.65625,18.646875,18.459375,18.5625,18.5625,18.5625,18.5,18.359375,18.4734375,18.446875,18.4921875,18.45,18.396875,18.4796875,18.65625,18.5625,18.66875,18.578125,18.49375,18.5421875,18.5859375,18.4734375,18.5015625,18.5,18.5,18.459375,18.48125,18.39375,18.4265625,18.5625,18.5515625,18.453125,18.5609375,18.7734375,18.6046875,18.6140625,18.5859375,18.5296875,18.5578125,18.4734375,18.459375,18.453125,18.49375,18.4921875,18.46875,18.4171875,18.465625,18.703125,18.6125,18.7171875,18.5171875,18.5296875,18.5015625,18.459375,18.43125,18.4875,18.4875,18.396875,18.3734375,18.4140625,18.453125,18.5109375,18.5171875,18.5484375,18.6875,18.703125,18.684375,18.5578125,18.4734375,18.459375,18.403125,18.4875,18.5015625,18.515625,18.4421875,18.5265625,18.5015625,18.3796875,18.5859375,18.546875,18.68125,18.759375,18.65625,18.54375,18.54375,18.5015625,18.43125,18.515625,18.54375,18.55625,18.4875,18.4984375,18.484375,18.5859375,18.6546875,18.484375,18.6640625,18.653125,18.7171875,18.6703125,18.6703125,18.5578125,18.5015625,18.5578125,18.5859375,18.484375,18.515625,18.4921875,18.53125,18.4421875,18.553125,18.5640625,18.66875,18.6984375,18.646875,18.6328125,18.625,18.628125,18.5578125,18.453125,18.5,18.5625,18.54375,18.3765625,18.409375,18.440625,18.5546875,18.5859375,18.515625,18.6,18.4921875,18.6015625,18.584375,18.5625,18.5625,18.61875,18.6015625,18.4921875,18.4453125,18.453125,18.5109375,18.5546875,18.6734375,18.4921875,18.5859375,18.690625,18.634375,18.5765625,18.5609375,18.4921875,18.6640625,18.578125,18.4921875,18.4453125,18.484375,18.5515625,18.4921875,18.3078125,18.421875,18.609375,18.796875,18.6890625,18.578125,18.484375,18.53125,18.66875,18.5484375,18.5625,18.5,18.6328125,18.4171875,18.43125,18.3109375,18.421875,18.6125,18.5625,18.6265625,18.53125,18.4921875,18.521875,18.4734375,18.5859375,18.5484375,18.5859375,18.6,18.4875,18.421875,18.4078125,18.421875,18.578125
1.264,22.1796875,20.8875,20.8078125,20.8421875,20.7546875,20.790625,20.896875,20.853125,20.759375,20.984375,20.890625,20.9578125,20.834375,20.8171875,20.990625,20.9671875,21.053125,20.740625,20.984375,21.053125,20.890625,20.7828125,20.8359375,20.859375,20.971875,21.065625,20.9109375,20.7703125,20.9140625,20.853125,20.9125,20.6921875,20.84375,20.771875,21.009375,20.996875,20.8328125,20.909375,21.0078125,20.9578125,20.9578125,20.93125,20.9046875,20.853125,21.01875,20.9140625,20.753125,20.725,20.9578125,21.109375,20.95625,20.8765625,20.9734375,21.05625,20.9578125,20.984375,20.871875,20.928125,20.95,20.9578125,20.9859375,20.9046875,20.934375,20.996875,20.825,20.9171875,20.975,21.14375,21.146875,20.928125,21.0375,21.0375,21.0375,20.975,20.803125,20.9421875,20.915625,20.9578125,20.90625,20.840625,20.9453125,21.16875,21.05,21.128125,21.046875,20.96875,21.0171875,21.0640625,20.9234375,20.9796875,20.975,20.975,20.9,20.915625,20.853125,20.8765625,21.0375,20.9953125,20.940625,21.0265625,21.2765625,21.0796875,21.0921875,21.0640625,21.0078125,21.0359375,20.9234375,20.909375,20.928125,20.996875,20.9578125,20.925,20.8578125,20.94375,21.196875,21.078125,21.1921875,20.9953125,21.0078125,20.9515625,20.9375,20.88125,20.965625,20.965625,20.840625,20.8140625,20.8796875,20.940625,20.9890625,20.9953125,21.0078125,21.1875,21.20625,21.190625,21.0078125,20.9234375,20.9375,20.88125,20.965625,20.9515625,20.990625,20.9171875,21.0265625,20.9609375,20.8234375,21.0640625,21.034375,21.18125,21.2625,21.13125,21.021875,21.021875,20.9796875,20.88125,20.965625,21.021875,21.03125,20.95625,20.9328125,20.940625,21.0640625,21.1328125,20.940625,21.1640625,21.15625,21.2203125,21.1484375,21.1484375,21.0078125,20.9515625,21.0359375,21.0640625,20.928125,20.984375,20.9578125,20.9875,20.9171875,21.021875,21.0484375,21.1625,21.1984375,21.121875,21.1078125,21.1,21.10625,21.0078125,20.928125,20.975,21.0375,21.009375,20.8359375,20.859375,20.909375,21.0578125,21.0640625,21.003125,21.09375,20.9578125,21.0703125,21.053125,21.0375,21.0375,21.09375,21.1046875,20.9578125,20.9046875,20.940625,20.9890625,21.0578125,21.1578125,20.9578125,21.0640625,21.2125,21.128125,21.0421875,21.0265625,20.9578125,21.1640625,21.04375,20.9578125,20.9046875,20.940625,21.0296875,20.9578125,20.7421875,20.878125,21.096875,21.303125,21.1671875,21.028125,20.940625,20.9875,21.1625,21.0421875,21.01875,20.95625,21.1171875,20.8953125,20.896875,20.7515625,20.878125,21.1125,21.075,21.1109375,20.9875,20.9578125,20.996875,20.9515625,21.0640625,20.9890625,21.0640625,21.1125,20.99375,20.878125,20.8421875,20.878125,21.078125
1.326,23.484375,22.134375,22.028125,22.071875,21.971875,21.996875,22.109375,22.0875,21.99375,22.21875,22.125,22.16875,22.0625,22.034375,22.21875,22.184375,22.2640625,21.9625,22.21875,22.28125,22.125,22.003125,22.078125,22.1015625,22.215625,22.29375,22.1359375,21.9921875,22.153125,22.0875,22.1375,21.925,22.096875,22.00625,22.259375,22.2140625,22.075,22.153125,22.2375,22.190625,22.190625,22.1640625,22.1515625,22.0828125,22.246875,22.1359375,21.9703125,21.975,22.190625,22.334375,22.1734375,22.11875,22.203125,22.2890625,22.190625,22.2015625,22.10625,22.1625,22.1671875,22.190625,22.21875,22.1484375,22.15625,22.234375,22.05,22.15,22.2171875,22.3875,22.396875,22.1625,22.275,22.275,22.275,22.196875,22.025,22.1765625,22.15,22.190625,22.134375,22.0796875,22.196875,22.425,22.29375,22.3578125,22.296875,22.2203125,22.2546875,22.303125,22.1484375,22.21875,22.2125,22.2125,22.1375,22.15,22.0828125,22.11875,22.275,22.234375,22.184375,22.2765625,22.528125,22.3171875,22.33125,22.2890625,22.246875,22.275,22.1625,22.134375,22.165625,22.23125,22.190625,22.153125,22.078125,22.1828125,22.44375,22.328125,22.44375,22.234375,22.2328125,22.190625,22.1765625,22.1203125,22.190625,22.2046875,22.0796875,22.0515625,22.1296875,22.1515625,22.209375,22.234375,22.2546875,22.4375,22.44375,22.4296875,22.246875,22.1625,22.1625,22.10625,22.2046875,22.190625,22.228125,22.1546875,22.24375,22.190625,22.0625,22.303125,22.2625,22.43125,22.5140625,22.384375,22.2609375,22.246875,22.21875,22.1203125,22.2046875,22.246875,22.26875,22.190625,22.1828125,22.184375,22.284375,22.353125,22.184375,22.4140625,22.4078125,22.4578125,22.3875,22.3875,22.246875,22.1765625,22.2609375,22.303125,22.165625,22.21875,22.190625,22.215625,22.1375,22.275,22.30625,22.409375,22.4484375,22.359375,22.359375,22.3375,22.3453125,22.2328125,22.165625,22.2125,22.2890625,22.2421875,22.065625,22.084375,22.1625,22.2875,22.284375,22.246875,22.3234375,22.2078125,22.3046875,22.3046875,22.259375,22.275,22.33125,22.3390625,22.190625,22.134375,22.16875,22.228125,22.2875,22.4,22.190625,22.303125,22.4734375,22.375,22.275,22.259375,22.190625,22.4140625,22.2765625,22.190625,22.134375,22.184375,22.26875,22.190625,21.959375,22.10625,22.3640625,22.55625,22.40625,22.253125,22.16875,22.23125,22.3921875,22.271875,22.246875,22.2,22.359375,22.115625,22.1296875,21.9953125,22.10625,22.3625,22.33125,22.353125,22.215625,22.2109375,22.234375,22.171875,22.303125,22.228125,22.3203125,22.35,22.228125,22.10625,22.059375,22.134375,22.328125
